"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"801","VI","St Thomas","Saint Thomas","78","30","18.35","-64.95","A","POB"
"802","VI","St Thomas","Saint Thomas","78","30","18.35","-64.93","A","GD"
"803","VI","St Thomas","Saint Thomas","78","30","18.35","-64.93","A","POB"
"804","VI","St Thomas","Saint Thomas","78","30","18.35","-64.93","A","POB"
"805","VI","St Thomas","Saint Thomas","78","30","18.35","-64.93","A","POB"
"820","VI","Christiansted","Saint Croix","78","10","17.75","-64.71","A","GD"
"821","VI","Christiansted","Saint Croix","78","10","17.75","-64.71","A","POB"
"822","VI","Christiansted","Saint Croix","78","10","17.75","-64.71","A","POB"
"823","VI","Christiansted","Saint Croix","78","10","17.75","-64.71","A","POB"
"824","VI","Christiansted","Saint Croix","78","10","17.75","-64.71","A","POB"
"830","VI","St John","Saint John","78","20","18.33","-64.79","A","GD"
"831","VI","St John","Saint John","78","20","18.34","-64.79","A","POB"
"840","VI","Frederiksted","Saint Croix","78","10","17.71","-64.88","A","GD"
"841","VI","Frederiksted","Saint Croix","78","10","17.71","-64.88","A","POB"
"850","VI","Kingshill","Saint Croix","78","10","17.78","-64.82","A","GD"
"851","VI","Kingshill","Saint Croix","78","10","17.73","-64.78","A","POB"
