"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"98001","WA","Auburn","King","53","33","47.31","-122.26","A","GD"
"98002","WA","Auburn","King","53","33","47.31","-122.22","A","GD"
"98003","WA","Federal Way","King","53","33","47.31","-122.31","A","GD"
"98004","WA","Bellevue","King","53","33","47.62","-122.2","A","GD"
"98005","WA","Bellevue","King","53","33","47.61","-122.17","A","GD"
"98006","WA","Bellevue","King","53","33","47.56","-122.15","A","GD"
"98007","WA","Bellevue","King","53","33","47.61","-122.14","A","GD"
"98008","WA","Bellevue","King","53","33","47.61","-122.12","A","GD"
"98009","WA","Bellevue","King","53","33","47.62","-122.2","A","POB"
"98010","WA","Black Diamond","King","53","33","47.32","-122.01","A","GD"
"98011","WA","Bothell","King","53","33","47.75","-122.2","A","GD"
"98012","WA","Bothell","Snohomish","53","61","47.84","-122.2","A","GD"
"98013","WA","Burton","King","53","33","47.46","-122.48","A","POB"
"98014","WA","Carnation","King","53","33","47.65","-121.9","A","GD"
"98015","WA","Bellevue","King","53","33","47.62","-122.2","A","POB"
"98019","WA","Duvall","King","53","33","47.74","-121.95","A","GD"
"98020","WA","Edmonds","Snohomish","53","61","47.8","-122.37","A","GD"
"98021","WA","Bothell","Snohomish","53","61","47.79","-122.22","A","GD"
"98022","WA","Enumclaw","King","53","33","47.18","-121.89","A","GD"
"98023","WA","Federal Way","King","53","33","47.31","-122.36","A","GD"
"98024","WA","Fall City","King","53","33","47.57","-121.9","A","GD"
"98025","WA","Hobart","King","53","33","47.42","-121.97","A","POB"
"98026","WA","Edmonds","Snohomish","53","61","47.82","-122.34","A","GD"
"98027","WA","Issaquah","King","53","33","47.52","-122.02","A","GD"
"98028","WA","Kenmore","King","53","33","47.76","-122.25","A","GD"
"98029","WA","Issaquah","King","53","33","47.56","-122.01","A","GD"
"98030","WA","Kent","King","53","33","47.37","-122.2","A","GD"
"98031","WA","Kent","King","53","33","47.4","-122.19","A","GD"
"98032","WA","Kent","King","53","33","47.39","-122.26","A","GD"
"98033","WA","Kirkland","King","53","33","47.68","-122.19","A","GD"
"98034","WA","Kirkland","King","53","33","47.72","-122.2","A","GD"
"98035","WA","Kent","King","53","33","47.39","-122.2","A","POB"
"98036","WA","Lynnwood","Snohomish","53","61","47.81","-122.28","A","GD"
"98037","WA","Lynnwood","Snohomish","53","61","47.84","-122.29","A","GD"
"98038","WA","Maple Valley","King","53","33","47.39","-122.02","A","GD"
"98039","WA","Medina","King","53","33","47.63","-122.23","A","GD"
"98040","WA","Mercer Island","King","53","33","47.57","-122.23","A","GD"
"98041","WA","Bothell","King","53","33","47.75","-122.22","A","POB"
"98042","WA","Kent","King","53","33","47.37","-122.12","A","GD"
"98043","WA","Mountlake Terrace","Snohomish","53","61","47.79","-122.31","A","GD"
"98045","WA","North Bend","King","53","33","47.47","-121.73","A","GD"
"98046","WA","Lynnwood","Snohomish","53","61","47.83","-122.3","A","POB"
"98047","WA","Pacific","King","53","33","47.26","-122.25","A","GD"
"98050","WA","Preston","King","53","33","47.55","-121.94","A","POB"
"98051","WA","Ravensdale","King","53","33","47.34","-121.91","A","GD"
"98052","WA","Redmond","King","53","33","47.68","-122.12","A","GD"
"98053","WA","Redmond","King","53","33","47.68","-122.03","A","GD"
"98055","WA","Renton","King","53","33","47.45","-122.2","A","GD"
"98056","WA","Renton","King","53","33","47.51","-122.18","A","GD"
"98057","WA","Renton","King","53","33","47.48","-122.21","A","GD"
"98058","WA","Renton","King","53","33","47.45","-122.14","A","GD"
"98059","WA","Renton","King","53","33","47.49","-122.14","A","GD"
"98061","WA","Rollingbay","Kitsap","53","35","47.65","-122.55","A","POB"
"98062","WA","Seahurst","King","53","33","47.47","-122.36","A","POB"
"98063","WA","Federal Way","King","53","33","47.31","-122.32","A","POB"
"98064","WA","Kent","King","53","33","47.39","-122.24","A","POB"
"98065","WA","Snoqualmie","King","53","33","47.54","-121.82","A","GD"
"98068","WA","Snoqualmie Pass","Kittitas","53","37","47.41","-121.44","A","POB"
"98070","WA","Vashon","King","53","33","47.43","-122.47","A","GD"
"98071","WA","Auburn","King","53","33","47.25","-122.12","A","POB"
"98072","WA","Woodinville","King","53","33","47.75","-122.14","A","GD"
"98073","WA","Redmond","King","53","33","47.67","-122.11","A","POB"
"98074","WA","Sammamish","King","53","33","47.62","-122.04","A","GD"
"98075","WA","Sammamish","King","53","33","47.59","-122.03","A","GD"
"98077","WA","Woodinville","King","53","33","47.75","-122.06","A","GD"
"98082","WA","Mill Creek","Snohomish","53","61","47.85","-122.22","A","POB"
"98083","WA","Kirkland","King","53","33","47.68","-122.19","A","POB"
"98087","WA","Lynnwood","Snohomish","53","61","47.86","-122.27","A","GD"
"98089","WA","Kent","King","53","33","47.39","-122.26","A","POB"
"98092","WA","Auburn","King","53","33","47.29","-122.16","A","GD"
"98093","WA","Federal Way","King","53","33","47.3","-122.36","A","POB"
"98101","WA","Seattle","King","53","33","47.61","-122.33","A","GD"
"98102","WA","Seattle","King","53","33","47.63","-122.32","A","GD"
"98103","WA","Seattle","King","53","33","47.67","-122.35","A","GD"
