"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"50001","IA","Ackworth","Warren","19","181","41.37","-93.43","A","GD"
"50002","IA","Adair","Adair","19","1","41.51","-94.65","A","GD"
"50003","IA","Adel","Dallas","19","49","41.61","-94.03","A","GD"
"50005","IA","Albion","Marshall","19","127","42.12","-93.01","A","GD"
"50006","IA","Alden","Hardin","19","83","42.52","-93.4","A","GD"
"50007","IA","Alleman","Polk","19","153","41.81","-93.6","A","GD"
"50008","IA","Allerton","Wayne","19","185","40.69","-93.38","A","GD"
"50009","IA","Altoona","Polk","19","153","41.65","-93.47","A","GD"
"50010","IA","Ames","Story","19","169","42.03","-93.61","A","GD"
"50011","IA","Ames","Story","19","169","42.02","-93.64","A","PVT"
"50012","IA","Ames","Story","19","169","42.03","-93.64","A","PVT"
"50013","IA","Ames","Story","19","169","42.02","-93.64","A","PVT"
"50014","IA","Ames","Story","19","169","42.03","-93.67","A","GD"
"50020","IA","Anita","Cass","19","29","41.45","-94.76","A","GD"
"50021","IA","Ankeny","Polk","19","153","41.73","-93.58","A","GD"
"50022","IA","Atlantic","Cass","19","29","41.42","-95.01","A","GD"
"50023","IA","Ankeny","Polk","19","153","41.72","-93.63","A","GD"
"50025","IA","Audubon","Audubon","19","9","41.74","-94.93","A","GD"
"50026","IA","Bagley","Guthrie","19","77","41.85","-94.44","A","GD"
"50027","IA","Barnes City","Mahaska","19","123","41.48","-92.48","A","GD"
"50028","IA","Baxter","Jasper","19","99","41.82","-93.15","A","GD"
"50029","IA","Bayard","Guthrie","19","77","41.84","-94.56","A","GD"
"50031","IA","Beaver","Boone","19","15","42.04","-94.11","A","POB"
"50032","IA","Berwick","Polk","19","153","41.67","-93.54","A","POB"
"50033","IA","Bevington","Madison","19","121","41.36","-93.79","A","GD"
"50034","IA","Blairsburg","Hamilton","19","79","42.51","-93.64","A","GD"
"50035","IA","Bondurant","Polk","19","153","41.7","-93.46","A","GD"
"50036","IA","Boone","Boone","19","15","42.07","-93.88","A","GD"
"50037","IA","Boone","Boone","19","15","42.05","-93.88","A","POB"
"50038","IA","Booneville","Dallas","19","49","41.53","-93.9","A","GD"
"50039","IA","Bouton","Dallas","19","49","41.84","-94.01","A","GD"
"50040","IA","Boxholm","Boone","19","15","42.17","-94.11","A","POB"
"50041","IA","Bradford","Franklin","19","69","42.63","-93.24","A","POB"
"50042","IA","Brayton","Audubon","19","9","41.53","-94.91","A","GD"
"50043","IA","Buckeye","Hardin","19","83","42.51","-93.41","A","POB"
"50044","IA","Bussey","Marion","19","125","41.2","-92.88","A","GD"
"50046","IA","Cambridge","Story","19","169","41.9","-93.54","A","GD"
"50047","IA","Carlisle","Warren","19","181","41.49","-93.49","A","GD"
"50048","IA","Casey","Guthrie","19","77","41.51","-94.52","A","GD"
"50049","IA","Chariton","Lucas","19","117","41.02","-93.3","A","GD"
"50050","IA","Churdan","Greene","19","73","42.16","-94.5","A","GD"
"50051","IA","Clemons","Marshall","19","127","42.13","-93.15","A","GD"
"50052","IA","Clio","Wayne","19","185","40.64","-93.45","A","GD"
"50054","IA","Colfax","Jasper","19","99","41.68","-93.24","A","GD"
"50055","IA","Collins","Story","19","169","41.88","-93.3","A","GD"
"50056","IA","Colo","Story","19","169","42.01","-93.32","A","GD"
"50057","IA","Columbia","Marion","19","125","41.17","-93.17","A","GD"
"50058","IA","Coon Rapids","Carroll","19","27","41.87","-94.69","A","GD"
"50059","IA","Cooper","Greene","19","73","41.9","-94.34","A","GD"
"50060","IA","Corydon","Wayne","19","185","40.76","-93.32","A","GD"
"50061","IA","Cumming","Warren","19","181","41.5","-93.78","A","GD"
"50062","IA","Melcher Dallas","Marion","19","125","41.23","-93.24","A","GD"
"50063","IA","Dallas Center","Dallas","19","49","41.69","-93.96","A","GD"
"50064","IA","Dana","Greene","19","73","42.11","-94.24","A","GD"
"50065","IA","Davis City","Decatur","19","53","40.62","-93.8","A","GD"
"50066","IA","Dawson","Dallas","19","49","41.83","-94.23","A","GD"
"50067","IA","Decatur","Decatur","19","53","40.73","-93.85","A","GD"
"50068","IA","Derby","Lucas","19","117","40.95","-93.47","A","GD"
