"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"15001","PA","Aliquippa","Beaver","42","7","40.6","-80.29","A","GD"
"15003","PA","Ambridge","Beaver","42","7","40.6","-80.22","A","GD"
"15004","PA","Atlasburg","Washington","42","125","40.34","-80.38","A","POB"
"15005","PA","Baden","Beaver","42","7","40.64","-80.21","A","GD"
"15006","PA","Bairdford","Allegheny","42","3","40.63","-79.88","A","POB"
"15007","PA","Bakerstown","Allegheny","42","3","40.65","-79.93","A","GD"
"15009","PA","Beaver","Beaver","42","7","40.7","-80.33","A","GD"
"15010","PA","Beaver Falls","Beaver","42","7","40.77","-80.34","A","GD"
"15012","PA","Belle Vernon","Fayette","42","51","40.14","-79.84","A","GD"
"15014","PA","Brackenridge","Allegheny","42","3","40.61","-79.74","A","GD"
"15015","PA","Bradfordwoods","Allegheny","42","3","40.64","-80.08","A","GD"
"15017","PA","Bridgeville","Allegheny","42","3","40.35","-80.12","A","GD"
"15018","PA","Buena Vista","Allegheny","42","3","40.27","-79.8","A","GD"
"15019","PA","Bulger","Washington","42","125","40.41","-80.33","A","GD"
"15020","PA","Bunola","Allegheny","42","3","40.24","-79.95","A","POB"
"15021","PA","Burgettstown","Washington","42","125","40.39","-80.42","A","GD"
"15022","PA","Charleroi","Washington","42","125","40.13","-79.91","A","GD"
"15024","PA","Cheswick","Allegheny","42","3","40.56","-79.83","A","GD"
"15025","PA","Clairton","Allegheny","42","3","40.3","-79.9","A","GD"
"15026","PA","Clinton","Beaver","42","7","40.51","-80.35","A","GD"
"15027","PA","Conway","Beaver","42","7","40.66","-80.24","A","GD"
"15028","PA","Coulters","Allegheny","42","3","40.3","-79.8","A","POB"
"15030","PA","Creighton","Allegheny","42","3","40.58","-79.78","A","GD"
"15031","PA","Cuddy","Allegheny","42","3","40.35","-80.16","A","GD"
"15032","PA","Curtisville","Allegheny","42","3","40.64","-79.84","A","POB"
"15033","PA","Donora","Washington","42","125","40.18","-79.86","A","GD"
"15034","PA","Dravosburg","Allegheny","42","3","40.35","-79.89","A","GD"
"15035","PA","East Mc Keesport","Allegheny","42","3","40.38","-79.81","A","GD"
"15037","PA","Elizabeth","Allegheny","42","3","40.27","-79.87","A","GD"
"15038","PA","Elrama","Washington","42","125","40.25","-79.92","A","POB"
"15042","PA","Freedom","Beaver","42","7","40.68","-80.23","A","GD"
"15043","PA","Georgetown","Beaver","42","7","40.57","-80.49","A","GD"
"15044","PA","Gibsonia","Allegheny","42","3","40.63","-79.96","A","GD"
"15045","PA","Glassport","Allegheny","42","3","40.33","-79.89","A","GD"
