"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"57001","SD","Alcester","Union","46","127","42.99","-96.66","A","GD"
"57002","SD","Aurora","Brookings","46","11","44.29","-96.68","A","GD"
"57003","SD","Baltic","Minnehaha","46","99","43.74","-96.76","A","GD"
"57004","SD","Beresford","Union","46","127","43.08","-96.79","A","GD"
"57005","SD","Brandon","Minnehaha","46","99","43.59","-96.58","A","GD"
"57006","SD","Brookings","Brookings","46","11","44.3","-96.79","A","GD"
"57007","SD","Brookings","Brookings","46","11","44.31","-96.79","A","PVT"
"57010","SD","Burbank","Clay","46","27","42.81","-96.82","A","GD"
"57012","SD","Canistota","Mccook","46","87","43.59","-97.28","A","GD"
"57013","SD","Canton","Lincoln","46","83","43.3","-96.6","A","GD"
"57014","SD","Centerville","Turner","46","125","43.11","-96.96","A","GD"
"57015","SD","Chancellor","Turner","46","125","43.4","-96.97","A","GD"
"57016","SD","Chester","Lake","46","79","43.9","-96.94","A","GD"
"57017","SD","Colman","Moody","46","101","44.01","-96.81","A","GD"
"57018","SD","Colton","Minnehaha","46","99","43.8","-96.96","A","GD"
"57020","SD","Crooks","Minnehaha","46","99","43.67","-96.82","A","GD"
"57021","SD","Davis","Turner","46","125","43.26","-96.99","A","GD"
"57022","SD","Dell Rapids","Minnehaha","46","99","43.83","-96.72","A","GD"
"57024","SD","Egan","Moody","46","101","44","-96.66","A","GD"
"57025","SD","Elk Point","Union","46","127","42.71","-96.69","A","GD"
"57026","SD","Elkton","Brookings","46","11","44.24","-96.52","A","GD"
"57027","SD","Fairview","Lincoln","46","83","43.2","-96.48","A","GD"
"57028","SD","Flandreau","Moody","46","101","44.05","-96.61","A","GD"
"57029","SD","Freeman","Hutchinson","46","67","43.34","-97.47","A","GD"
"57030","SD","Garretson","Minnehaha","46","99","43.74","-96.54","A","GD"
"57031","SD","Gayville","Yankton","46","135","42.89","-97.18","A","GD"
"57032","SD","Harrisburg","Lincoln","46","83","43.43","-96.69","A","GD"
"57033","SD","Hartford","Minnehaha","46","99","43.61","-96.95","A","GD"
"57034","SD","Hudson","Lincoln","46","83","43.12","-96.52","A","GD"
"57035","SD","Humboldt","Minnehaha","46","99","43.64","-97.08","A","GD"
"57036","SD","Hurley","Turner","46","125","43.27","-97.14","A","GD"
"57037","SD","Irene","Clay","46","27","43.1","-97.25","A","GD"
"57038","SD","Jefferson","Union","46","127","42.57","-96.58","A","GD"
"57039","SD","Lennox","Lincoln","46","83","43.35","-96.88","A","GD"
"57040","SD","Lesterville","Yankton","46","135","43.06","-97.59","A","GD"
"57041","SD","Lyons","Minnehaha","46","99","43.73","-96.87","A","GD"
"57042","SD","Madison","Lake","46","79","44","-97.12","A","GD"
"57043","SD","Marion","Turner","46","125","43.42","-97.29","A","GD"
"57045","SD","Menno","Hutchinson","46","67","43.22","-97.55","A","GD"
"57046","SD","Mission Hill","Yankton","46","135","42.93","-97.29","A","GD"
"57047","SD","Monroe","Turner","46","125","43.51","-97.22","A","GD"
"57048","SD","Montrose","Mccook","46","87","43.73","-97.19","A","GD"
"57049","SD","North Sioux City","Union","46","127","42.52","-96.5","A","GD"
"57050","SD","Nunda","Lake","46","79","44.16","-97.02","A","GD"
"57051","SD","Oldham","Kingsbury","46","77","44.23","-97.32","A","GD"
