"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"48001","MI","Algonac","Saint Clair","26","147","42.63","-82.57","A","GD"
"48002","MI","Allenton","Saint Clair","26","147","42.94","-82.92","A","GD"
"48003","MI","Almont","Lapeer","26","87","42.93","-83.05","A","GD"
"48004","MI","Anchorville","Saint Clair","26","147","42.72","-82.68","A","POB"
"48005","MI","Armada","Macomb","26","99","42.84","-82.91","A","GD"
"48006","MI","Avoca","Saint Clair","26","147","43.07","-82.7","A","GD"
"48007","MI","Troy","Oakland","26","125","42.58","-83.14","A","POB"
"48009","MI","Birmingham","Oakland","26","125","42.54","-83.22","A","GD"
"48012","MI","Birmingham","Oakland","26","125","42.55","-83.21","A","POB"
"48014","MI","Capac","Saint Clair","26","147","43.01","-82.94","A","GD"
"48015","MI","Center Line","Macomb","26","99","42.48","-83.03","A","GD"
"48017","MI","Clawson","Oakland","26","125","42.54","-83.15","A","GD"
"48021","MI","Eastpointe","Macomb","26","99","42.47","-82.95","A","GD"
"48022","MI","Emmett","Saint Clair","26","147","43.01","-82.79","A","GD"
"48023","MI","Fair Haven","Saint Clair","26","147","42.7","-82.67","A","GD"
"48025","MI","Franklin","Oakland","26","125","42.52","-83.25","A","GD"
"48026","MI","Fraser","Macomb","26","99","42.54","-82.95","A","GD"
"48027","MI","Goodells","Saint Clair","26","147","42.95","-82.68","A","GD"
"48028","MI","Harsens Island","Saint Clair","26","147","42.56","-82.64","A","GD"
"48030","MI","Hazel Park","Oakland","26","125","42.46","-83.1","A","GD"
"48032","MI","Jeddo","Saint Clair","26","147","43.13","-82.61","A","GD"
"48033","MI","Southfield","Oakland","26","125","42.46","-83.29","A","GD"
"48034","MI","Southfield","Oakland","26","125","42.5","-83.29","A","GD"
"48035","MI","Clinton Township","Macomb","26","99","42.56","-82.91","A","GD"
"48036","MI","Clinton Township","Macomb","26","99","42.59","-82.9","A","GD"
"48037","MI","Southfield","Oakland","26","125","42.49","-83.26","A","POB"
"48038","MI","Clinton Township","Macomb","26","99","42.6","-82.94","A","GD"
"48039","MI","Marine City","Saint Clair","26","147","42.71","-82.51","A","GD"
"48040","MI","Marysville","Saint Clair","26","147","42.91","-82.48","A","GD"
"48041","MI","Memphis","Saint Clair","26","147","42.93","-82.8","A","GD"
"48042","MI","Macomb","Macomb","26","99","42.68","-82.92","A","GD"
"48043","MI","Mount Clemens","Macomb","26","99","42.6","-82.88","A","GD"
"48044","MI","Macomb","Macomb","26","99","42.65","-82.93","A","GD"
"48045","MI","Harrison Township","Macomb","26","99","42.59","-82.83","A","GD"
"48046","MI","Mount Clemens","Macomb","26","99","42.59","-82.88","A","POB"
"48047","MI","New Baltimore","Macomb","26","99","42.67","-82.78","A","GD"
"48048","MI","New Haven","Macomb","26","99","42.74","-82.79","A","GD"
"48049","MI","North Street","Saint Clair","26","147","43.03","-82.58","A","GD"
"48050","MI","New Haven","Macomb","26","99","42.79","-82.81","A","GD"
"48051","MI","New Baltimore","Macomb","26","99","42.68","-82.82","A","GD"
"48054","MI","East China","Saint Clair","26","147","42.77","-82.52","A","GD"
"48059","MI","Fort Gratiot","Saint Clair","26","147","43.08","-82.49","A","GD"
"48060","MI","Port Huron","Saint Clair","26","147","42.98","-82.44","A","GD"
"48061","MI","Port Huron","Saint Clair","26","147","42.99","-82.43","A","POB"
"48062","MI","Richmond","Macomb","26","99","42.84","-82.77","A","GD"
"48063","MI","Columbus","Saint Clair","26","147","42.85","-82.68","A","GD"
"48064","MI","Casco","Saint Clair","26","147","42.76","-82.67","A","GD"
"48065","MI","Romeo","Macomb","26","99","42.84","-83.04","A","GD"
"48066","MI","Roseville","Macomb","26","99","42.5","-82.94","A","GD"
"48067","MI","Royal Oak","Oakland","26","125","42.49","-83.14","A","GD"
"48068","MI","Royal Oak","Oakland","26","125","42.49","-83.15","A","POB"
"48069","MI","Pleasant Ridge","Oakland","26","125","42.47","-83.14","A","GD"
"48070","MI","Huntington Woods","Oakland","26","125","42.48","-83.17","A","GD"
"48071","MI","Madison Heights","Oakland","26","125","42.5","-83.1","A","GD"
"48072","MI","Berkley","Oakland","26","125","42.5","-83.18","A","GD"
"48073","MI","Royal Oak","Oakland","26","125","42.52","-83.17","A","GD"
"48074","MI","Smiths Creek","Saint Clair","26","147","42.95","-82.55","A","GD"
"48075","MI","Southfield","Oakland","26","125","42.46","-83.22","A","GD"
"48076","MI","Southfield","Oakland","26","125","42.5","-83.23","A","GD"
"48079","MI","Saint Clair","Saint Clair","26","147","42.84","-82.51","A","GD"
"48080","MI","Saint Clair Shores","Macomb","26","99","42.46","-82.9","A","GD"
"48081","MI","Saint Clair Shores","Macomb","26","99","42.5","-82.9","A","GD"
"48082","MI","Saint Clair Shores","Macomb","26","99","42.53","-82.89","A","GD"
"48083","MI","Troy","Oakland","26","125","42.56","-83.12","A","GD"
"48084","MI","Troy","Oakland","26","125","42.56","-83.18","A","GD"
"48085","MI","Troy","Oakland","26","125","42.6","-83.12","A","GD"
"48086","MI","Southfield","Oakland","26","125","42.48","-83.26","A","POB"
"48088","MI","Warren","Macomb","26","99","42.52","-82.98","A","GD"
"48089","MI","Warren","Macomb","26","99","42.47","-83","A","GD"
"48090","MI","Warren","Macomb","26","99","42.45","-82.88","A","POB"
"48091","MI","Warren","Macomb","26","99","42.47","-83.06","A","GD"
"48092","MI","Warren","Macomb","26","99","42.51","-83.06","A","GD"
"48093","MI","Warren","Macomb","26","99","42.51","-83.02","A","GD"
"48094","MI","Washington","Macomb","26","99","42.73","-83.04","A","GD"
"48095","MI","Washington","Macomb","26","99","42.78","-83.05","A","GD"
"48096","MI","Ray","Macomb","26","99","42.76","-82.92","A","GD"
"48097","MI","Yale","Saint Clair","26","147","43.12","-82.83","A","GD"
"48098","MI","Troy","Oakland","26","125","42.6","-83.18","A","GD"
"48099","MI","Troy","Oakland","26","125","42.56","-83.15","A","POB"
"48101","MI","Allen Park","Wayne","26","163","42.26","-83.21","A","GD"
