"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"38601","MS","Abbeville","Lafayette","28","71","34.48","-89.46","A","GD"
"38602","MS","Arkabutla","Tate","28","137","34.7","-90.01","A","POB"
"38603","MS","Ashland","Benton","28","9","34.83","-89.16","A","GD"
"38606","MS","Batesville","Panola","28","107","34.31","-89.94","A","GD"
"38609","MS","Marks","Quitman","28","119","34.24","-90.29","A","GD"
"38610","MS","Blue Mountain","Tippah","28","139","34.66","-89.02","A","GD"
"38611","MS","Byhalia","Marshall","28","93","34.88","-89.66","A","GD"
"38614","MS","Clarksdale","Coahoma","28","27","34.18","-90.58","A","GD"
"38617","MS","Coahoma","Coahoma","28","27","34.36","-90.51","A","GD"
"38618","MS","Coldwater","Tate","28","137","34.7","-89.94","A","GD"
"38619","MS","Como","Panola","28","107","34.52","-89.87","A","GD"
"38620","MS","Courtland","Panola","28","107","34.24","-89.92","A","GD"
"38621","MS","Crenshaw","Panola","28","107","34.47","-90.17","A","GD"
"38622","MS","Crowder","Quitman","28","119","34.17","-90.14","A","POB"
"38623","MS","Darling","Quitman","28","119","34.37","-90.28","A","POB"
"38625","MS","Dumas","Tippah","28","139","34.61","-88.84","A","GD"
"38626","MS","Dundee","Tunica","28","143","34.52","-90.43","A","GD"
"38627","MS","Etta","Union","28","145","34.42","-89.21","A","GD"
"38628","MS","Sledge","Quitman","28","119","34.39","-90.26","A","GD"
"38629","MS","Falkner","Tippah","28","139","34.87","-88.99","A","GD"
"38630","MS","Farrell","Coahoma","28","27","34.28","-90.68","A","POB"
"38631","MS","Friars Point","Coahoma","28","27","34.37","-90.63","A","POB"
"38632","MS","Hernando","Desoto","28","33","34.82","-90","A","GD"
"38633","MS","Hickory Flat","Benton","28","9","34.63","-89.19","A","GD"
"38634","MS","Holly Springs","Marshall","28","93","34.77","-89.44","A","POB"
"38635","MS","Holly Springs","Marshall","28","93","34.78","-89.46","A","GD"
"38637","MS","Horn Lake","Desoto","28","33","34.96","-90.05","A","GD"
"38638","MS","Independence","Tate","28","137","34.63","-89.82","A","POB"
"38639","MS","Jonestown","Coahoma","28","27","34.31","-90.45","A","POB"
