"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"20001","DC","Washington","District Of Columbia","11","1","38.91","-77.02","A","GD"
"20002","DC","Washington","District Of Columbia","11","1","38.9","-76.99","A","GD"
"20003","DC","Washington","District Of Columbia","11","1","38.88","-76.99","A","GD"
"20004","DC","Washington","District Of Columbia","11","1","38.9","-77.03","A","GD"
"20005","DC","Washington","District Of Columbia","11","1","38.91","-77.03","A","GD"
"20006","DC","Washington","District Of Columbia","11","1","38.9","-77.04","A","GD"
"20007","DC","Washington","District Of Columbia","11","1","38.91","-77.07","A","GD"
"20008","DC","Washington","District Of Columbia","11","1","38.93","-77.06","A","GD"
"20009","DC","Washington","District Of Columbia","11","1","38.92","-77.04","A","GD"
"20010","DC","Washington","District Of Columbia","11","1","38.93","-77.03","A","GD"
"20011","DC","Washington","District Of Columbia","11","1","38.95","-77.02","A","GD"
"20012","DC","Washington","District Of Columbia","11","1","38.98","-77.03","A","GD"
"20013","DC","Washington","District Of Columbia","11","1","38.9","-77.04","A","POB"
"20015","DC","Washington","District Of Columbia","11","1","38.97","-77.07","A","GD"
"20016","DC","Washington","District Of Columbia","11","1","38.94","-77.09","A","GD"
"20017","DC","Washington","District Of Columbia","11","1","38.94","-76.99","A","GD"
"20018","DC","Washington","District Of Columbia","11","1","38.93","-76.97","A","GD"
"20019","DC","Washington","District Of Columbia","11","1","38.89","-76.94","A","GD"
"20020","DC","Washington","District Of Columbia","11","1","38.86","-76.97","A","GD"
"20022","DC","Washington","District Of Columbia","11","1","38.9","-76.99","A","POB"
"20024","DC","Washington","District Of Columbia","11","1","38.88","-77.03","A","GD"
"20026","DC","Washington","District Of Columbia","11","1","38.88","-77.02","A","GD"
"20027","DC","Washington","District Of Columbia","11","1","38.91","-77.07","A","POB"
"20029","DC","Washington","District Of Columbia","11","1","38.89","-76.94","A","POB"
"20030","DC","Washington","District Of Columbia","11","1","38.86","-76.97","A","POB"
"20032","DC","Washington","District Of Columbia","11","1","38.83","-77.01","A","GD"
"20033","DC","Washington","District Of Columbia","11","1","38.91","-77.04","A","POB"
"20035","DC","Washington","District Of Columbia","11","1","38.91","-77.04","A","POB"
"20036","DC","Washington","District Of Columbia","11","1","38.91","-77.04","A","GD"
"20037","DC","Washington","District Of Columbia","11","1","38.9","-77.05","A","GD"
