"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"53001","WI","Adell","Sheboygan","55","117","43.61","-88.03","A","GD"
"53002","WI","Allenton","Washington","55","131","43.46","-88.36","A","GD"
"53003","WI","Ashippun","Dodge","55","27","43.21","-88.52","A","POB"
"53004","WI","Belgium","Ozaukee","55","89","43.5","-87.86","A","GD"
"53005","WI","Brookfield","Waukesha","55","133","43.06","-88.1","A","GD"
"53006","WI","Brownsville","Dodge","55","27","43.63","-88.52","A","GD"
"53007","WI","Butler","Waukesha","55","133","43.11","-88.07","A","GD"
"53008","WI","Brookfield","Waukesha","55","133","43.06","-88.11","A","POB"
"53010","WI","Campbellsport","Fond Du Lac","55","39","43.61","-88.26","A","GD"
"53011","WI","Cascade","Sheboygan","55","117","43.66","-88.07","A","GD"
"53012","WI","Cedarburg","Ozaukee","55","89","43.3","-88","A","GD"
"53013","WI","Cedar Grove","Sheboygan","55","117","43.57","-87.84","A","GD"
"53014","WI","Chilton","Calumet","55","15","44.03","-88.17","A","GD"
"53015","WI","Cleveland","Manitowoc","55","71","43.91","-87.77","A","GD"
"53016","WI","Clyman","Dodge","55","27","43.31","-88.72","A","POB"
"53017","WI","Colgate","Washington","55","131","43.2","-88.25","A","GD"
"53018","WI","Delafield","Waukesha","55","133","43.05","-88.39","A","GD"
"53019","WI","Eden","Fond Du Lac","55","39","43.7","-88.32","A","GD"
"53020","WI","Elkhart Lake","Sheboygan","55","117","43.86","-88","A","GD"
"53021","WI","Fredonia","Ozaukee","55","89","43.48","-87.99","A","GD"
"53022","WI","Germantown","Washington","55","131","43.22","-88.12","A","GD"
"53023","WI","Glenbeulah","Sheboygan","55","117","43.79","-88.11","A","GD"
"53024","WI","Grafton","Ozaukee","55","89","43.32","-87.94","A","GD"
"53026","WI","Greenbush","Sheboygan","55","117","43.78","-88.08","A","POB"
"53027","WI","Hartford","Washington","55","131","43.32","-88.37","A","GD"
"53029","WI","Hartland","Waukesha","55","133","43.13","-88.34","A","GD"
"53031","WI","Hingham","Sheboygan","55","117","43.64","-87.92","A","POB"
"53032","WI","Horicon","Dodge","55","27","43.45","-88.63","A","GD"
"53033","WI","Hubertus","Washington","55","131","43.24","-88.25","A","GD"
"53034","WI","Hustisford","Dodge","55","27","43.35","-88.6","A","GD"
"53035","WI","Iron Ridge","Dodge","55","27","43.4","-88.54","A","GD"
"53036","WI","Ixonia","Jefferson","55","55","43.18","-88.58","A","GD"
"53037","WI","Jackson","Washington","55","131","43.32","-88.17","A","GD"
"53038","WI","Johnson Creek","Jefferson","55","55","43.08","-88.78","A","GD"
"53039","WI","Juneau","Dodge","55","27","43.38","-88.71","A","GD"
"53040","WI","Kewaskum","Washington","55","131","43.52","-88.21","A","GD"
"53042","WI","Kiel","Manitowoc","55","71","43.92","-88","A","GD"
"53044","WI","Kohler","Sheboygan","55","117","43.74","-87.78","A","GD"
"53045","WI","Brookfield","Waukesha","55","133","43.06","-88.15","A","GD"
"53046","WI","Lannon","Waukesha","55","133","43.15","-88.17","A","GD"
"53047","WI","Lebanon","Dodge","55","27","43.26","-88.63","A","POB"
"53048","WI","Lomira","Dodge","55","27","43.58","-88.44","A","GD"
"53049","WI","Malone","Fond Du Lac","55","39","43.88","-88.31","A","GD"
"53050","WI","Mayville","Dodge","55","27","43.5","-88.54","A","GD"
"53051","WI","Menomonee Falls","Waukesha","55","133","43.15","-88.11","A","GD"
"53052","WI","Menomonee Falls","Waukesha","55","133","43.18","-88.12","A","POB"
"53056","WI","Merton","Waukesha","55","133","43.15","-88.31","A","POB"
"53057","WI","Mount Calvary","Fond Du Lac","55","39","43.81","-88.25","A","GD"
"53058","WI","Nashotah","Waukesha","55","133","43.11","-88.4","A","GD"
"53059","WI","Neosho","Dodge","55","27","43.3","-88.53","A","GD"
"53060","WI","Newburg","Washington","55","131","43.43","-88.05","A","POB"
"53061","WI","New Holstein","Calumet","55","15","43.95","-88.1","A","GD"
"53062","WI","New Holstein","Calumet","55","15","43.95","-88.1","A","PVT"
"53063","WI","Newton","Manitowoc","55","71","43.97","-87.78","A","GD"
"53064","WI","North Lake","Waukesha","55","133","43.16","-88.37","A","POB"
"53065","WI","Oakfield","Fond Du Lac","55","39","43.69","-88.57","A","GD"
"53066","WI","Oconomowoc","Waukesha","55","133","43.1","-88.49","A","GD"
"53069","WI","Okauchee","Waukesha","55","133","43.11","-88.44","A","GD"
"53070","WI","Oostburg","Sheboygan","55","117","43.62","-87.8","A","GD"
"53072","WI","Pewaukee","Waukesha","55","133","43.08","-88.26","A","GD"
"53073","WI","Plymouth","Sheboygan","55","117","43.76","-87.98","A","GD"
"53074","WI","Port Washington","Ozaukee","55","89","43.4","-87.88","A","GD"
"53075","WI","Random Lake","Sheboygan","55","117","43.56","-87.99","A","GD"
"53076","WI","Richfield","Washington","55","131","43.27","-88.19","A","GD"
"53078","WI","Rubicon","Dodge","55","27","43.32","-88.45","A","GD"
"53079","WI","Saint Cloud","Fond Du Lac","55","39","43.8","-88.18","A","GD"
"53080","WI","Saukville","Ozaukee","55","89","43.39","-87.96","A","GD"
"53081","WI","Sheboygan","Sheboygan","55","117","43.73","-87.73","A","GD"
"53082","WI","Sheboygan","Sheboygan","55","117","43.77","-87.77","A","POB"
"53083","WI","Sheboygan","Sheboygan","55","117","43.8","-87.76","A","GD"
"53085","WI","Sheboygan Falls","Sheboygan","55","117","43.73","-87.84","A","GD"
"53086","WI","Slinger","Washington","55","131","43.33","-88.28","A","GD"
"53088","WI","Stockbridge","Calumet","55","15","44.07","-88.3","A","POB"
"53089","WI","Sussex","Waukesha","55","133","43.14","-88.23","A","GD"
"53090","WI","West Bend","Washington","55","131","43.45","-88.18","A","GD"
"53091","WI","Theresa","Dodge","55","27","43.51","-88.44","A","GD"
"53092","WI","Mequon","Ozaukee","55","89","43.22","-87.95","A","GD"
"53093","WI","Waldo","Sheboygan","55","117","43.67","-87.94","A","GD"
"53094","WI","Watertown","Jefferson","55","55","43.16","-88.72","A","GD"
"53095","WI","West Bend","Washington","55","131","43.4","-88.18","A","GD"
"53097","WI","Mequon","Ozaukee","55","89","43.23","-88","A","GD"
"53098","WI","Watertown","Dodge","55","27","43.24","-88.72","A","GD"
"53099","WI","Woodland","Dodge","55","27","43.37","-88.52","A","GD"
"53101","WI","Bassett","Kenosha","55","59","42.54","-88.23","A","POB"
"53102","WI","Benet Lake","Kenosha","55","59","42.5","-88.08","A","POB"
"53103","WI","Big Bend","Waukesha","55","133","42.89","-88.21","A","GD"
"53104","WI","Bristol","Kenosha","55","59","42.55","-88.04","A","GD"
"53105","WI","Burlington","Racine","55","101","42.66","-88.28","A","GD"
"53108","WI","Caledonia","Racine","55","101","42.83","-87.94","A","GD"
"53109","WI","Camp Lake","Kenosha","55","59","42.54","-88.14","A","POB"
"53110","WI","Cudahy","Milwaukee","55","79","42.95","-87.86","A","GD"
"53114","WI","Darien","Walworth","55","127","42.6","-88.74","A","GD"
"53115","WI","Delavan","Walworth","55","127","42.63","-88.64","A","GD"
"53118","WI","Dousman","Waukesha","55","133","42.99","-88.48","A","GD"
"53119","WI","Eagle","Waukesha","55","133","42.88","-88.48","A","GD"
"53120","WI","East Troy","Walworth","55","127","42.8","-88.4","A","GD"
"53121","WI","Elkhorn","Walworth","55","127","42.7","-88.54","A","GD"
"53122","WI","Elm Grove","Waukesha","55","133","43.05","-88.09","A","GD"
"53125","WI","Fontana","Walworth","55","127","42.55","-88.57","A","GD"
"53126","WI","Franksville","Racine","55","101","42.78","-87.97","A","GD"
"53127","WI","Genesee Depot","Waukesha","55","133","42.97","-88.37","A","POB"
"53128","WI","Genoa City","Walworth","55","127","42.53","-88.34","A","GD"
"53129","WI","Greendale","Milwaukee","55","79","42.94","-88","A","GD"
"53130","WI","Hales Corners","Milwaukee","55","79","42.94","-88.05","A","GD"
"53132","WI","Franklin","Milwaukee","55","79","42.9","-88.01","A","GD"
"53137","WI","Helenville","Jefferson","55","55","43.01","-88.67","A","GD"
"53138","WI","Honey Creek","Walworth","55","127","42.75","-88.3","A","POB"
"53139","WI","Kansasville","Racine","55","101","42.69","-88.13","A","GD"
"53140","WI","Kenosha","Kenosha","55","59","42.61","-87.83","A","GD"
"53141","WI","Kenosha","Kenosha","55","59","42.58","-87.82","A","POB"
"53142","WI","Kenosha","Kenosha","55","59","42.57","-87.89","A","GD"
"53143","WI","Kenosha","Kenosha","55","59","42.57","-87.83","A","GD"
"53144","WI","Kenosha","Kenosha","55","59","42.6","-87.88","A","GD"
"53146","WI","New Berlin","Waukesha","55","133","42.97","-88.16","A","GD"
"53147","WI","Lake Geneva","Walworth","55","127","42.59","-88.45","A","GD"
"53148","WI","Lyons","Walworth","55","127","42.65","-88.36","A","POB"
"53149","WI","Mukwonago","Waukesha","55","133","42.87","-88.34","A","GD"
"53150","WI","Muskego","Waukesha","55","133","42.9","-88.12","A","GD"
"53151","WI","New Berlin","Waukesha","55","133","42.98","-88.09","A","GD"
"53152","WI","New Munster","Kenosha","55","59","42.58","-88.23","A","POB"
"53153","WI","North Prairie","Waukesha","55","133","42.93","-88.41","A","GD"
"53154","WI","Oak Creek","Milwaukee","55","79","42.88","-87.9","A","GD"
"53156","WI","Palmyra","Jefferson","55","55","42.88","-88.59","A","GD"
"53157","WI","Pell Lake","Walworth","55","127","42.54","-88.36","A","POB"
"53158","WI","Pleasant Prairie","Kenosha","55","59","42.52","-87.88","A","GD"
"53159","WI","Powers Lake","Kenosha","55","59","42.55","-88.29","A","POB"
"53167","WI","Rochester","Racine","55","101","42.74","-88.22","A","POB"
"53168","WI","Salem","Kenosha","55","59","42.57","-88.12","A","GD"
"53170","WI","Silver Lake","Kenosha","55","59","42.55","-88.17","A","GD"
"53171","WI","Somers","Kenosha","55","59","42.64","-87.91","A","POB"
"53172","WI","South Milwaukee","Milwaukee","55","79","42.91","-87.86","A","GD"
"53176","WI","Springfield","Walworth","55","127","42.64","-88.41","A","POB"
"53177","WI","Sturtevant","Racine","55","101","42.7","-87.92","A","GD"
"53178","WI","Sullivan","Jefferson","55","55","43.02","-88.6","A","GD"
"53179","WI","Trevor","Kenosha","55","59","42.51","-88.13","A","GD"
"53181","WI","Twin Lakes","Kenosha","55","59","42.52","-88.25","A","GD"
"53182","WI","Union Grove","Racine","55","101","42.7","-88.04","A","GD"
"53183","WI","Wales","Waukesha","55","133","43","-88.37","A","GD"
"53184","WI","Walworth","Walworth","55","127","42.53","-88.6","A","GD"
"53185","WI","Waterford","Racine","55","101","42.79","-88.19","A","GD"
"53186","WI","Waukesha","Waukesha","55","133","43.02","-88.21","A","GD"
"53187","WI","Waukesha","Waukesha","55","133","43.01","-88.22","A","POB"
"53188","WI","Waukesha","Waukesha","55","133","43.02","-88.27","A","GD"
"53189","WI","Waukesha","Waukesha","55","133","42.97","-88.26","A","GD"
"53190","WI","Whitewater","Walworth","55","127","42.82","-88.73","A","GD"
"53191","WI","Williams Bay","Walworth","55","127","42.58","-88.54","A","GD"
"53192","WI","Wilmot","Kenosha","55","59","42.51","-88.18","A","POB"
"53194","WI","Woodworth","Kenosha","55","59","42.57","-88.07","A","POB"
"53195","WI","Zenda","Walworth","55","127","42.51","-88.49","A","POB"
"53201","WI","Milwaukee","Milwaukee","55","79","43.03","-87.92","A","POB"
"53202","WI","Milwaukee","Milwaukee","55","79","43.04","-87.9","A","GD"
"53203","WI","Milwaukee","Milwaukee","55","79","43.04","-87.92","A","GD"
"53204","WI","Milwaukee","Milwaukee","55","79","43.02","-87.93","A","GD"
"53205","WI","Milwaukee","Milwaukee","55","79","43.05","-87.93","A","GD"
"53206","WI","Milwaukee","Milwaukee","55","79","43.07","-87.93","A","GD"
"53207","WI","Milwaukee","Milwaukee","55","79","42.99","-87.9","A","GD"
"53208","WI","Milwaukee","Milwaukee","55","79","43.05","-87.97","A","GD"
"53209","WI","Milwaukee","Milwaukee","55","79","43.12","-87.95","A","GD"
"53210","WI","Milwaukee","Milwaukee","55","79","43.07","-87.98","A","GD"
"53211","WI","Milwaukee","Milwaukee","55","79","43.08","-87.89","A","GD"
"53212","WI","Milwaukee","Milwaukee","55","79","43.07","-87.91","A","GD"
"53213","WI","Milwaukee","Milwaukee","55","79","43.05","-88","A","GD"
"53214","WI","Milwaukee","Milwaukee","55","79","43.02","-88.01","A","GD"
"53215","WI","Milwaukee","Milwaukee","55","79","43","-87.94","A","GD"
"53216","WI","Milwaukee","Milwaukee","55","79","43.09","-87.97","A","GD"
"53217","WI","Milwaukee","Milwaukee","55","79","43.14","-87.91","A","GD"
"53218","WI","Milwaukee","Milwaukee","55","79","43.11","-87.99","A","GD"
"53219","WI","Milwaukee","Milwaukee","55","79","43","-87.99","A","GD"
"53220","WI","Milwaukee","Milwaukee","55","79","42.97","-87.99","A","GD"
"53221","WI","Milwaukee","Milwaukee","55","79","42.95","-87.95","A","GD"
"53222","WI","Milwaukee","Milwaukee","55","79","43.08","-88.03","A","GD"
"53223","WI","Milwaukee","Milwaukee","55","79","43.16","-87.99","A","GD"
"53224","WI","Milwaukee","Milwaukee","55","79","43.16","-88.04","A","GD"
"53225","WI","Milwaukee","Milwaukee","55","79","43.12","-88.04","A","GD"
"53226","WI","Milwaukee","Milwaukee","55","79","43.05","-88.04","A","GD"
"53227","WI","Milwaukee","Milwaukee","55","79","43","-88.04","A","GD"
"53228","WI","Milwaukee","Milwaukee","55","79","42.97","-88.04","A","GD"
"53233","WI","Milwaukee","Milwaukee","55","79","43.04","-87.93","A","GD"
"53234","WI","Milwaukee","Milwaukee","55","79","43","-87.97","A","POB"
"53235","WI","Saint Francis","Milwaukee","55","79","42.97","-87.88","A","GD"
"53237","WI","Milwaukee","Milwaukee","55","79","42.94","-87.91","A","POB"
"53259","WI","Milwaukee","Milwaukee","55","79","43.04","-87.91","A","PVT"
"53263","WI","Milwaukee","Milwaukee","55","79","43.08","-88.04","A","PVT"
"53267","WI","Milwaukee","Milwaukee","55","79","43.04","-87.91","A","PVT"
"53268","WI","Milwaukee","Milwaukee","55","79","43.04","-87.91","A","PVT"
"53274","WI","Milwaukee","Milwaukee","55","79","43.04","-87.91","A","PVT"
"53278","WI","Milwaukee","Milwaukee","55","79","43.04","-87.9","A","PVT"
"53288","WI","Milwaukee","Milwaukee","55","79","43.04","-87.91","A","PVT"
"53290","WI","Milwaukee","Milwaukee","55","79","43.04","-87.91","A","PVT"
"53293","WI","Milwaukee","Milwaukee","55","79","43.04","-87.92","A","PVT"
"53295","WI","Milwaukee","Milwaukee","55","79","43.02","-87.97","A","PVT"
"53401","WI","Racine","Racine","55","101","42.69","-87.81","A","POB"
"53402","WI","Racine","Racine","55","101","42.77","-87.8","A","GD"
"53403","WI","Racine","Racine","55","101","42.7","-87.8","A","GD"
"53404","WI","Racine","Racine","55","101","42.74","-87.81","A","GD"
"53405","WI","Racine","Racine","55","101","42.71","-87.82","A","GD"
"53406","WI","Racine","Racine","55","101","42.73","-87.86","A","GD"
"53407","WI","Racine","Racine","55","101","42.73","-87.78","A","PVT"
"53408","WI","Racine","Racine","55","101","42.73","-87.81","A","POB"
"53501","WI","Afton","Rock","55","105","42.6","-89.07","A","POB"
"53502","WI","Albany","Green","55","45","42.72","-89.44","A","GD"
