"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"29001","SC","Alcolu","Clarendon","45","27","33.77","-80.17","A","GD"
"29002","SC","Ballentine","Richland","45","79","34.16","-81.26","A","POB"
"29003","SC","Bamberg","Bamberg","45","9","33.27","-81.04","A","GD"
"29006","SC","Batesburg","Lexington","45","63","33.88","-81.55","A","GD"
"29009","SC","Bethune","Kershaw","45","55","34.42","-80.36","A","GD"
"29010","SC","Bishopville","Lee","45","61","34.21","-80.26","A","GD"
"29014","SC","Blackstock","Chester","45","23","34.55","-81.13","A","GD"
"29015","SC","Blair","Fairfield","45","39","34.43","-81.36","A","GD"
"29016","SC","Blythewood","Richland","45","79","34.2","-80.99","A","GD"
"29018","SC","Bowman","Orangeburg","45","75","33.34","-80.65","A","GD"
"29020","SC","Camden","Kershaw","45","55","34.27","-80.59","A","GD"
"29021","SC","Camden","Kershaw","45","55","34.28","-80.59","A","POB"
"29030","SC","Cameron","Calhoun","45","17","33.59","-80.67","A","GD"
"29031","SC","Carlisle","Union","45","87","34.6","-81.45","A","GD"
"29032","SC","Cassatt","Kershaw","45","55","34.33","-80.47","A","GD"
"29033","SC","Cayce","Lexington","45","63","33.96","-81.07","A","GD"
"29036","SC","Chapin","Lexington","45","63","34.13","-81.33","A","GD"
"29037","SC","Chappells","Newberry","45","71","34.18","-81.87","A","GD"
"29038","SC","Cope","Orangeburg","45","75","33.37","-80.98","A","GD"
"29039","SC","Cordova","Orangeburg","45","75","33.43","-80.9","A","GD"
"29040","SC","Dalzell","Sumter","45","85","34.03","-80.45","A","GD"
"29041","SC","Davis Station","Clarendon","45","27","33.6","-80.26","A","POB"
"29042","SC","Denmark","Bamberg","45","9","33.32","-81.14","A","GD"
"29044","SC","Eastover","Richland","45","79","33.93","-80.7","A","GD"
"29045","SC","Elgin","Kershaw","45","55","34.16","-80.82","A","GD"
"29046","SC","Elliott","Lee","45","61","34.11","-80.16","A","POB"
"29047","SC","Elloree","Orangeburg","45","75","33.53","-80.58","A","GD"
"29048","SC","Eutawville","Orangeburg","45","75","33.4","-80.31","A","GD"
"29051","SC","Gable","Clarendon","45","27","33.87","-80.12","A","GD"
"29052","SC","Gadsden","Richland","45","79","33.84","-80.75","A","GD"
"29053","SC","Gaston","Lexington","45","63","33.83","-81.1","A","GD"
"29054","SC","Gilbert","Lexington","45","63","33.94","-81.38","A","GD"
"29055","SC","Great Falls","Chester","45","23","34.57","-80.9","A","GD"
"29056","SC","Greeleyville","Williamsburg","45","89","33.61","-80.01","A","GD"
"29058","SC","Heath Springs","Lancaster","45","57","34.59","-80.7","A","GD"
"29059","SC","Holly Hill","Orangeburg","45","75","33.34","-80.43","A","GD"
"29061","SC","Hopkins","Richland","45","79","33.9","-80.85","A","GD"
"29062","SC","Horatio","Sumter","45","85","34","-80.61","A","POB"
"29063","SC","Irmo","Richland","45","79","34.12","-81.2","A","GD"
"29065","SC","Jenkinsville","Fairfield","45","39","34.28","-81.3","A","GD"
"29067","SC","Kershaw","Lancaster","45","57","34.55","-80.55","A","GD"
"29069","SC","Lamar","Darlington","45","31","34.19","-80.09","A","GD"
"29070","SC","Leesville","Lexington","45","63","33.93","-81.47","A","GD"
"29071","SC","Lexington","Lexington","45","63","33.98","-81.24","A","POB"
"29072","SC","Lexington","Lexington","45","63","33.99","-81.25","A","GD"
"29073","SC","Lexington","Lexington","45","63","33.92","-81.22","A","GD"
"29074","SC","Liberty Hill","Kershaw","45","55","34.45","-80.8","A","POB"
"29075","SC","Little Mountain","Newberry","45","71","34.2","-81.39","A","GD"
"29078","SC","Lugoff","Kershaw","45","55","34.21","-80.71","A","GD"
"29079","SC","Lydia","Darlington","45","31","34.29","-80.11","A","POB"
"29080","SC","Lynchburg","Lee","45","61","34.02","-80.08","A","GD"
"29081","SC","Ehrhardt","Bamberg","45","9","33.09","-81.04","A","GD"
"29082","SC","Lodge","Colleton","45","29","33.04","-80.96","A","GD"
"29101","SC","Mc Bee","Chesterfield","45","25","34.46","-80.25","A","GD"
"29102","SC","Manning","Clarendon","45","27","33.65","-80.22","A","GD"
"29104","SC","Mayesville","Sumter","45","85","34.01","-80.22","A","GD"
"29105","SC","Monetta","Aiken","45","3","33.84","-81.6","A","GD"
"29107","SC","Neeses","Orangeburg","45","75","33.53","-81.13","A","GD"
"29108","SC","Newberry","Newberry","45","71","34.28","-81.62","A","GD"
"29111","SC","New Zion","Clarendon","45","27","33.79","-80.01","A","GD"
"29112","SC","North","Orangeburg","45","75","33.62","-81.09","A","GD"
"29113","SC","Norway","Orangeburg","45","75","33.45","-81.12","A","GD"
"29114","SC","Olanta","Florence","45","41","33.95","-79.94","A","GD"
"29115","SC","Orangeburg","Orangeburg","45","75","33.49","-80.86","A","GD"
"29116","SC","Orangeburg","Orangeburg","45","75","33.48","-80.81","A","POB"
"29117","SC","Orangeburg","Orangeburg","45","75","33.5","-80.85","A","PVT"
"29118","SC","Orangeburg","Orangeburg","45","75","33.55","-80.88","A","GD"
"29122","SC","Peak","Newberry","45","71","34.24","-81.33","A","POB"
"29123","SC","Pelion","Lexington","45","63","33.77","-81.26","A","GD"
"29125","SC","Pinewood","Sumter","45","85","33.71","-80.45","A","GD"
"29126","SC","Pomaria","Newberry","45","71","34.3","-81.42","A","GD"
"29127","SC","Prosperity","Newberry","45","71","34.17","-81.51","A","GD"
"29128","SC","Rembert","Sumter","45","85","34.09","-80.53","A","GD"
"29129","SC","Ridge Spring","Saluda","45","81","33.81","-81.67","A","GD"
"29130","SC","Ridgeway","Fairfield","45","39","34.31","-80.91","A","GD"
"29132","SC","Rion","Fairfield","45","39","34.31","-81.13","A","POB"
"29133","SC","Rowesville","Orangeburg","45","75","33.36","-80.82","A","GD"
"29135","SC","Saint Matthews","Calhoun","45","17","33.68","-80.79","A","GD"
"29137","SC","Salley","Aiken","45","3","33.6","-81.32","A","GD"
"29138","SC","Saluda","Saluda","45","81","34.04","-81.76","A","GD"
"29142","SC","Santee","Orangeburg","45","75","33.47","-80.51","A","GD"
"29143","SC","Sardinia","Clarendon","45","27","33.83","-80.08","A","POB"
"29145","SC","Silverstreet","Newberry","45","71","34.22","-81.75","A","GD"
"29146","SC","Springfield","Orangeburg","45","75","33.51","-81.29","A","GD"
"29147","SC","State Park","Richland","45","79","34.09","-80.96","A","POB"
"29148","SC","Summerton","Clarendon","45","27","33.56","-80.34","A","GD"
"29150","SC","Sumter","Sumter","45","85","33.92","-80.36","A","GD"
"29151","SC","Sumter","Sumter","45","85","33.91","-80.36","A","POB"
"29152","SC","Shaw Afb","Sumter","45","85","33.98","-80.48","A","GD"
"29153","SC","Sumter","Sumter","45","85","33.96","-80.32","A","GD"
"29154","SC","Sumter","Sumter","45","85","33.91","-80.43","A","GD"
"29160","SC","Swansea","Lexington","45","63","33.74","-81.07","A","GD"
"29161","SC","Timmonsville","Florence","45","41","34.11","-79.93","A","GD"
"29162","SC","Turbeville","Clarendon","45","27","33.89","-80.02","A","GD"
"29163","SC","Vance","Orangeburg","45","75","33.43","-80.44","A","GD"
"29164","SC","Wagener","Aiken","45","3","33.65","-81.41","A","GD"
"29166","SC","Ward","Saluda","45","81","33.89","-81.71","A","GD"
"29168","SC","Wedgefield","Sumter","45","85","33.87","-80.54","A","GD"
