"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"66002","KS","Atchison","Atchison","20","5","39.55","-95.13","A","GD"
"66006","KS","Baldwin City","Douglas","20","45","38.79","-95.21","A","GD"
"66007","KS","Basehor","Leavenworth","20","103","39.14","-94.93","A","GD"
"66008","KS","Bendena","Doniphan","20","43","39.73","-95.18","A","GD"
"66010","KS","Blue Mound","Linn","20","107","38.1","-95.01","A","GD"
"66012","KS","Bonner Springs","Wyandotte","20","209","39.08","-94.9","A","GD"
"66013","KS","Bucyrus","Miami","20","121","38.72","-94.69","A","GD"
"66014","KS","Centerville","Anderson","20","3","38.22","-95","A","GD"
"66015","KS","Colony","Anderson","20","3","38.08","-95.4","A","GD"
"66016","KS","Cummings","Atchison","20","5","39.48","-95.23","A","GD"
"66017","KS","Denton","Doniphan","20","43","39.72","-95.27","A","GD"
"66018","KS","De Soto","Johnson","20","91","38.97","-94.97","A","GD"
"66020","KS","Easton","Leavenworth","20","103","39.34","-95.1","A","GD"
"66021","KS","Edgerton","Johnson","20","91","38.75","-95","A","GD"
"66023","KS","Effingham","Atchison","20","5","39.52","-95.39","A","GD"
"66024","KS","Elwood","Doniphan","20","43","39.75","-94.88","A","POB"
"66025","KS","Eudora","Douglas","20","45","38.92","-95.09","A","GD"
"66026","KS","Fontana","Miami","20","121","38.4","-94.86","A","GD"
"66027","KS","Fort Leavenworth","Leavenworth","20","103","39.35","-94.92","A","GD"
"66030","KS","Gardner","Johnson","20","91","38.81","-94.93","A","GD"
"66031","KS","New Century","Johnson","20","91","38.83","-94.9","A","GD"
"66032","KS","Garnett","Anderson","20","3","38.28","-95.26","A","GD"
"66033","KS","Greeley","Anderson","20","3","38.36","-95.13","A","GD"
"66035","KS","Highland","Doniphan","20","43","39.86","-95.26","A","GD"
"66036","KS","Hillsdale","Miami","20","121","38.66","-94.85","A","POB"
"66039","KS","Kincaid","Anderson","20","3","38.1","-95.18","A","GD"
"66040","KS","Lacygne","Linn","20","107","38.35","-94.74","A","GD"
"66041","KS","Lancaster","Atchison","20","5","39.59","-95.31","A","GD"
"66042","KS","Lane","Franklin","20","59","38.44","-95.08","A","GD"
