"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"71601","AR","Pine Bluff","Jefferson","5","69","34.22","-91.98","A","GD"
"71602","AR","White Hall","Jefferson","5","69","34.27","-92.09","A","GD"
"71603","AR","Pine Bluff","Jefferson","5","69","34.19","-92.05","A","GD"
"71611","AR","Pine Bluff","Jefferson","5","69","34.2","-91.94","A","POB"
"71612","AR","White Hall","Jefferson","5","69","34.25","-92.07","A","POB"
"71613","AR","Pine Bluff","Jefferson","5","69","34.14","-92.11","A","POB"
"71630","AR","Arkansas City","Desha","5","41","33.61","-91.21","A","POB"
"71631","AR","Banks","Bradley","5","11","33.58","-92.26","A","GD"
"71635","AR","Crossett","Ashley","5","3","33.13","-91.98","A","GD"
"71638","AR","Dermott","Chicot","5","17","33.52","-91.46","A","GD"
"71639","AR","Dumas","Desha","5","41","33.9","-91.49","A","GD"
"71640","AR","Eudora","Chicot","5","17","33.11","-91.27","A","GD"
"71642","AR","Fountain Hill","Ashley","5","3","33.38","-91.88","A","GD"
"71643","AR","Gould","Lincoln","5","79","34.01","-91.56","A","GD"
"71644","AR","Grady","Lincoln","5","79","34.1","-91.68","A","GD"
"71646","AR","Hamburg","Ashley","5","3","33.23","-91.79","A","GD"
"71647","AR","Hermitage","Bradley","5","11","33.38","-92.15","A","GD"
"71651","AR","Jersey","Bradley","5","11","33.33","-92.29","A","GD"
"71652","AR","Kingsland","Cleveland","5","25","33.92","-92.33","A","GD"
"71653","AR","Lake Village","Chicot","5","17","33.34","-91.26","A","GD"
"71654","AR","Mc Gehee","Desha","5","41","33.63","-91.39","A","GD"
"71655","AR","Monticello","Drew","5","43","33.63","-91.77","A","GD"
"71656","AR","Monticello","Drew","5","43","33.63","-91.79","A","POB"
"71657","AR","Monticello","Drew","5","43","33.63","-91.8","A","POB"
"71658","AR","Montrose","Ashley","5","3","33.32","-91.55","A","GD"
"71659","AR","Moscow","Jefferson","5","69","34.15","-91.8","A","POB"
"71660","AR","New Edinburg","Cleveland","5","25","33.76","-92.2","A","GD"
"71661","AR","Parkdale","Ashley","5","3","33.14","-91.54","A","GD"
"71662","AR","Pickens","Desha","5","41","33.84","-91.49","A","GD"
"71663","AR","Portland","Ashley","5","3","33.24","-91.45","A","GD"
"71665","AR","Rison","Cleveland","5","25","33.94","-92.15","A","GD"
"71666","AR","Rohwer","Desha","5","41","33.77","-91.28","A","POB"
"71667","AR","Star City","Lincoln","5","79","33.93","-91.84","A","GD"
"71670","AR","Tillar","Desha","5","41","33.74","-91.43","A","GD"
"71671","AR","Warren","Bradley","5","11","33.61","-92.08","A","GD"
"71674","AR","Watson","Desha","5","41","33.83","-91.24","A","GD"
"71675","AR","Wilmar","Drew","5","43","33.59","-91.94","A","GD"
"71676","AR","Wilmot","Ashley","5","3","33.05","-91.57","A","GD"
"71677","AR","Winchester","Drew","5","43","33.77","-91.48","A","POB"
"71678","AR","Yorktown","Lincoln","5","79","34.03","-91.79","A","POB"
"71701","AR","Camden","Ouachita","5","103","33.57","-92.82","A","GD"
"71711","AR","Camden","Ouachita","5","103","33.63","-92.72","A","POB"
"71720","AR","Bearden","Ouachita","5","103","33.73","-92.65","A","GD"
"71721","AR","Beirne","Clark","5","19","33.89","-93.2","A","POB"
"71722","AR","Bluff City","Nevada","5","99","33.73","-93.14","A","GD"
"71724","AR","Calion","Union","5","139","33.33","-92.54","A","POB"
"71725","AR","Carthage","Dallas","5","39","34.04","-92.56","A","GD"
"71726","AR","Chidester","Ouachita","5","103","33.69","-93.02","A","GD"
"71728","AR","Curtis","Clark","5","19","34","-93.12","A","POB"
"71730","AR","El Dorado","Union","5","139","33.21","-92.65","A","GD"
"71731","AR","El Dorado","Union","5","139","33.21","-92.67","A","POB"
"71740","AR","Emerson","Columbia","5","27","33.09","-93.17","A","GD"
"71742","AR","Fordyce","Dallas","5","39","33.84","-92.43","A","GD"
"71743","AR","Gurdon","Clark","5","19","33.92","-93.14","A","GD"
"71744","AR","Hampton","Calhoun","5","13","33.52","-92.48","A","GD"
"71745","AR","Harrell","Calhoun","5","13","33.51","-92.4","A","POB"
"71747","AR","Huttig","Union","5","139","33.06","-92.18","A","GD"
"71748","AR","Ivan","Dallas","5","39","33.91","-92.44","A","POB"
"71749","AR","Junction City","Union","5","139","33.01","-92.72","A","GD"
"71750","AR","Lawson","Union","5","139","33.2","-92.48","A","POB"
"71751","AR","Louann","Ouachita","5","103","33.4","-92.76","A","GD"
