"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"59001","MT","Absarokee","Stillwater","30","95","45.5","-109.49","A","GD"
"59002","MT","Acton","Yellowstone","30","111","45.94","-108.69","A","GD"
"59003","MT","Ashland","Rosebud","30","87","45.5","-106.2","A","GD"
"59004","MT","Ashland","Rosebud","30","87","45.62","-106.31","A","PVT"
"59006","MT","Ballantine","Yellowstone","30","111","45.95","-108.1","A","GD"
"59007","MT","Bearcreek","Carbon","30","9","45.16","-109.17","A","GD"
"59008","MT","Belfry","Carbon","30","9","45.1","-109.06","A","GD"
"59010","MT","Bighorn","Treasure","30","103","46.03","-107.32","A","GD"
"59011","MT","Big Timber","Sweet Grass","30","97","45.88","-109.96","A","GD"
"59012","MT","Birney","Rosebud","30","87","45.3","-106.49","A","GD"
"59013","MT","Boyd","Carbon","30","9","45.47","-109.08","A","POB"
"59014","MT","Bridger","Carbon","30","9","45.26","-108.81","A","GD"
"59015","MT","Broadview","Yellowstone","30","111","46.08","-108.85","A","GD"
"59016","MT","Busby","Big Horn","30","3","45.42","-106.97","A","GD"
"59018","MT","Clyde Park","Park","30","67","45.85","-110.59","A","POB"
"59019","MT","Columbus","Stillwater","30","95","45.63","-109.27","A","GD"
"59020","MT","Cooke City","Park","30","67","45.05","-109.94","A","POB"
"59022","MT","Crow Agency","Big Horn","30","3","45.59","-107.44","A","GD"
"59024","MT","Custer","Yellowstone","30","111","46.11","-107.6","A","GD"
"59025","MT","Decker","Big Horn","30","3","45.08","-106.71","A","GD"
"59026","MT","Edgar","Carbon","30","9","45.47","-108.83","A","GD"
"59027","MT","Emigrant","Park","30","67","45.27","-110.86","A","GD"
"59028","MT","Fishtail","Stillwater","30","95","45.38","-109.65","A","GD"
"59029","MT","Fromberg","Carbon","30","9","45.39","-108.85","A","GD"
"59030","MT","Gardiner","Park","30","67","45.07","-110.7","A","GD"
"59031","MT","Garryowen","Big Horn","30","3","45.5","-107.41","A","GD"
"59032","MT","Grass Range","Fergus","30","27","47.09","-108.75","A","GD"
"59033","MT","Greycliff","Sweet Grass","30","97","45.74","-109.68","A","GD"
"59034","MT","Hardin","Big Horn","30","3","45.75","-107.6","A","GD"
"59035","MT","Fort Smith","Big Horn","30","3","45.32","-107.95","A","POB"
"59036","MT","Harlowton","Wheatland","30","107","46.45","-109.93","A","POB"
"59037","MT","Huntley","Yellowstone","30","111","45.85","-108.29","A","GD"
"59038","MT","Hysham","Treasure","30","103","46.08","-107.14","A","GD"
"59039","MT","Ingomar","Rosebud","30","87","46.69","-107.29","A","GD"
"59041","MT","Joliet","Carbon","30","9","45.49","-108.95","A","GD"
"59043","MT","Lame Deer","Rosebud","30","87","45.59","-106.65","A","POB"
"59044","MT","Laurel","Yellowstone","30","111","45.67","-108.76","A","GD"
"59046","MT","Lavina","Golden Valley","30","37","46.4","-109.02","A","GD"
"59047","MT","Livingston","Park","30","67","45.64","-110.55","A","GD"
"59050","MT","Lodge Grass","Big Horn","30","3","45.28","-107.45","A","GD"
"59052","MT","Mc Leod","Sweet Grass","30","97","45.53","-110.14","A","GD"
"59053","MT","Martinsdale","Meagher","30","59","46.48","-110.41","A","GD"
"59054","MT","Melstone","Musselshell","30","65","46.64","-107.81","A","POB"
"59055","MT","Melville","Sweet Grass","30","97","46.11","-109.82","A","GD"
"59057","MT","Molt","Yellowstone","30","111","45.85","-108.93","A","GD"
"59058","MT","Mosby","Garfield","30","33","47.02","-107.85","A","GD"
"59059","MT","Musselshell","Musselshell","30","65","46.46","-108.09","A","GD"
"59061","MT","Nye","Stillwater","30","95","45.43","-109.81","A","GD"
"59062","MT","Otter","Powder River","30","75","45.11","-106.14","A","GD"
"59063","MT","Park City","Stillwater","30","95","45.63","-108.94","A","GD"
"59064","MT","Pompeys Pillar","Yellowstone","30","111","45.94","-107.93","A","GD"
"59065","MT","Pray","Park","30","67","45.31","-110.75","A","GD"
"59066","MT","Pryor","Big Horn","30","3","45.34","-108.51","A","POB"
"59067","MT","Rapelje","Stillwater","30","95","45.96","-109.27","A","GD"
"59068","MT","Red Lodge","Carbon","30","9","45.21","-109.32","A","GD"
"59069","MT","Reed Point","Stillwater","30","95","45.72","-109.56","A","GD"
"59070","MT","Roberts","Carbon","30","9","45.37","-109.2","A","GD"
"59071","MT","Roscoe","Carbon","30","9","45.31","-109.52","A","GD"
"59072","MT","Roundup","Musselshell","30","65","46.49","-108.51","A","GD"
"59073","MT","Roundup","Musselshell","30","65","46.45","-108.54","A","POB"
"59074","MT","Ryegate","Golden Valley","30","37","46.35","-109.25","A","GD"
"59075","MT","Saint Xavier","Big Horn","30","3","45.39","-107.87","A","GD"
"59076","MT","Sanders","Treasure","30","103","46.29","-107.08","A","GD"
"59077","MT","Sand Springs","Garfield","30","33","47.11","-107.63","A","GD"
"59078","MT","Shawmut","Wheatland","30","107","46.37","-109.52","A","GD"
"59079","MT","Shepherd","Yellowstone","30","111","46.01","-108.35","A","GD"
"59081","MT","Silver Gate","Park","30","67","45.01","-109.98","A","GD"
"59082","MT","Springdale","Park","30","67","45.74","-110.22","A","GD"
"59083","MT","Sumatra","Rosebud","30","87","46.62","-107.55","A","POB"
"59084","MT","Teigen","Petroleum","30","69","47.04","-108.61","A","GD"
"59085","MT","Two Dot","Wheatland","30","107","46.43","-110.12","A","GD"
"59086","MT","Wilsall","Park","30","67","46.05","-110.6","A","GD"
"59087","MT","Winnett","Petroleum","30","69","47.01","-108.22","A","GD"
"59088","MT","Worden","Yellowstone","30","111","46.06","-108.08","A","GD"
"59089","MT","Wyola","Big Horn","30","3","45.06","-107.42","A","GD"
"59101","MT","Billings","Yellowstone","30","111","45.75","-108.49","A","GD"
"59102","MT","Billings","Yellowstone","30","111","45.78","-108.58","A","GD"
"59103","MT","Billings","Yellowstone","30","111","45.77","-108.49","A","POB"
"59104","MT","Billings","Yellowstone","30","111","45.78","-108.58","A","POB"
"59105","MT","Billings","Yellowstone","30","111","45.84","-108.47","A","GD"
"59106","MT","Billings","Yellowstone","30","111","45.78","-108.66","A","GD"
"59107","MT","Billings","Yellowstone","30","111","45.82","-108.5","A","POB"
"59108","MT","Billings","Yellowstone","30","111","45.78","-108.58","A","POB"
"59111","MT","Billings","Yellowstone","30","111","45.64","-108.36","A","PVT"
"59112","MT","Billings","Yellowstone","30","111","45.79","-108.54","A","PVT"
"59114","MT","Billings","Yellowstone","30","111","45.64","-108.4","A","PVT"
"59115","MT","Billings","Yellowstone","30","111","45.78","-108.51","A","PVT"
"59116","MT","Billings","Yellowstone","30","111","45.77","-108.58","A","PVT"
"59117","MT","Billings","Yellowstone","30","111","45.78","-108.5","A","PVT"
"59201","MT","Wolf Point","Roosevelt","30","85","48.12","-105.66","A","GD"
"59211","MT","Antelope","Sheridan","30","91","48.72","-104.39","A","GD"
"59212","MT","Bainville","Roosevelt","30","85","48.15","-104.19","A","GD"
"59213","MT","Brockton","Roosevelt","30","85","48.14","-104.86","A","GD"
"59214","MT","Brockway","Mccone","30","55","47.3","-106.07","A","GD"
"59215","MT","Circle","Mccone","30","55","47.48","-105.68","A","GD"
"59217","MT","Crane","Richland","30","83","47.58","-104.25","A","POB"
"59218","MT","Culbertson","Roosevelt","30","85","48.12","-104.52","A","GD"
"59219","MT","Dagmar","Sheridan","30","91","48.55","-104.19","A","GD"
"59221","MT","Fairview","Richland","30","83","47.9","-104.01","A","GD"
"59222","MT","Flaxville","Daniels","30","19","48.74","-105.16","A","GD"
"59223","MT","Fort Peck","Valley","30","105","47.96","-106.38","A","GD"
"59225","MT","Frazer","Valley","30","105","48.25","-105.97","A","GD"
"59226","MT","Froid","Roosevelt","30","85","48.33","-104.49","A","GD"
"59230","MT","Glasgow","Valley","30","105","48.17","-106.69","A","GD"
"59231","MT","Saint Marie","Valley","30","105","48.4","-106.54","A","POB"
"59240","MT","Glentana","Valley","30","105","48.85","-106.25","A","GD"
"59241","MT","Hinsdale","Valley","30","105","48.36","-107.12","A","GD"
"59242","MT","Homestead","Sheridan","30","91","48.43","-104.46","A","GD"
"59243","MT","Lambert","Richland","30","83","47.76","-104.66","A","GD"
"59244","MT","Larslan","Valley","30","105","48.62","-106.32","A","GD"
"59247","MT","Medicine Lake","Sheridan","30","91","48.51","-104.49","A","GD"
