"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"84001","UT","Altamont","Duchesne","49","13","40.36","-110.28","A","GD"
"84002","UT","Altonah","Duchesne","49","13","40.45","-110.31","A","GD"
"84003","UT","American Fork","Utah","49","49","40.41","-111.78","A","GD"
"84004","UT","Alpine","Utah","49","49","40.47","-111.77","A","GD"
"84005","UT","Eagle Mountain","Utah","49","49","40.34","-111.99","A","GD"
"84006","UT","Bingham Canyon","Salt Lake","49","35","40.58","-112.09","A","GD"
"84007","UT","Bluebell","Duchesne","49","13","40.3","-110.21","A","GD"
"84008","UT","Bonanza","Uintah","49","47","40.46","-109.54","A","GD"
"84009","UT","South Jordan","Salt Lake","49","35","40.57","-111.98","A","GD"
"84010","UT","Bountiful","Davis","49","11","40.88","-111.87","A","GD"
"84011","UT","Bountiful","Davis","49","11","40.88","-111.87","A","POB"
"84013","UT","Cedar Valley","Utah","49","49","40.3","-112.09","A","GD"
"84014","UT","Centerville","Davis","49","11","40.93","-111.88","A","GD"
"84015","UT","Clearfield","Davis","49","11","41.12","-112.04","A","GD"
"84016","UT","Clearfield","Davis","49","11","41.1","-112.02","A","POB"
"84017","UT","Coalville","Summit","49","43","40.91","-111.28","A","GD"
"84018","UT","Croydon","Morgan","49","29","41.2","-111.48","A","GD"
"84020","UT","Draper","Salt Lake","49","35","40.51","-111.87","A","GD"
"84021","UT","Duchesne","Duchesne","49","13","40.18","-110.42","A","GD"
"84022","UT","Dugway","Tooele","49","45","40.22","-112.77","A","GD"
"84023","UT","Dutch John","Daggett","49","9","40.86","-109.26","A","GD"
"84024","UT","Echo","Summit","49","43","40.98","-111.44","A","POB"
"84025","UT","Farmington","Davis","49","11","40.99","-111.9","A","GD"
"84026","UT","Fort Duchesne","Uintah","49","47","40.29","-109.85","A","GD"
"84027","UT","Fruitland","Duchesne","49","13","40.21","-110.81","A","POB"
"84028","UT","Garden City","Rich","49","33","41.91","-111.41","A","GD"
"84029","UT","Grantsville","Tooele","49","45","40.63","-112.53","A","GD"
"84031","UT","Hanna","Duchesne","49","13","40.56","-110.81","A","GD"
"84032","UT","Heber City","Wasatch","49","51","40.46","-111.35","A","GD"
"84033","UT","Henefer","Summit","49","43","41.01","-111.49","A","POB"
"84034","UT","Ibapah","Tooele","49","45","40.03","-113.92","A","GD"
"84035","UT","Jensen","Uintah","49","47","40.29","-109.29","A","GD"
"84036","UT","Kamas","Summit","49","43","40.64","-111.2","A","GD"
"84037","UT","Kaysville","Davis","49","11","41.03","-111.93","A","GD"
"84038","UT","Laketown","Rich","49","33","41.84","-111.33","A","POB"
"84039","UT","Lapoint","Uintah","49","47","40.44","-109.81","A","GD"
"84040","UT","Layton","Davis","49","11","41.09","-111.93","A","GD"
"84041","UT","Layton","Davis","49","11","41.07","-111.98","A","GD"
"84042","UT","Lindon","Utah","49","49","40.34","-111.71","A","GD"
"84043","UT","Lehi","Utah","49","49","40.41","-111.87","A","GD"
"84044","UT","Magna","Salt Lake","49","35","40.7","-112.1","A","GD"
"84045","UT","Saratoga Springs","Utah","49","49","40.33","-111.91","A","GD"
"84046","UT","Manila","Daggett","49","9","40.97","-109.76","A","GD"
"84047","UT","Midvale","Salt Lake","49","35","40.62","-111.89","A","GD"
"84049","UT","Midway","Wasatch","49","51","40.53","-111.5","A","GD"
"84050","UT","Morgan","Morgan","49","29","41.04","-111.69","A","GD"
"84051","UT","Mountain Home","Duchesne","49","13","40.37","-110.41","A","GD"
"84052","UT","Myton","Duchesne","49","13","40.19","-110.05","A","GD"
"84053","UT","Neola","Duchesne","49","13","40.44","-110.03","A","GD"
"84054","UT","North Salt Lake","Davis","49","11","40.84","-111.91","A","GD"
"84055","UT","Oakley","Summit","49","43","40.78","-111.16","A","GD"
"84056","UT","Hill Afb","Davis","49","11","41.13","-112","A","GD"
"84057","UT","Orem","Utah","49","49","40.31","-111.71","A","GD"
"84058","UT","Orem","Utah","49","49","40.28","-111.71","A","GD"
"84059","UT","Orem","Utah","49","49","40.32","-111.72","A","POB"
"84060","UT","Park City","Summit","49","43","40.65","-111.49","A","GD"
"84061","UT","Peoa","Summit","49","43","40.75","-111.34","A","GD"
"84062","UT","Pleasant Grove","Utah","49","49","40.39","-111.73","A","GD"
"84063","UT","Randlett","Uintah","49","47","40.11","-109.69","A","GD"
"84064","UT","Randolph","Rich","49","33","41.67","-111.11","A","POB"
"84065","UT","Riverton","Salt Lake","49","35","40.5","-111.95","A","GD"
"84066","UT","Roosevelt","Duchesne","49","13","40.31","-110.02","A","GD"
"84067","UT","Roy","Weber","49","57","41.17","-112.05","A","GD"
"84068","UT","Park City","Summit","49","43","40.67","-111.5","A","POB"
"84069","UT","Rush Valley","Tooele","49","45","40.38","-112.49","A","GD"
"84070","UT","Sandy","Salt Lake","49","35","40.58","-111.89","A","GD"
"84071","UT","Stockton","Tooele","49","45","40.44","-112.36","A","GD"
"84072","UT","Tabiona","Duchesne","49","13","40.35","-110.72","A","GD"
"84073","UT","Talmage","Duchesne","49","13","40.35","-110.44","A","GD"
"84074","UT","Tooele","Tooele","49","45","40.56","-112.3","A","GD"
"84075","UT","Syracuse","Davis","49","11","41.09","-112.07","A","GD"
"84076","UT","Tridell","Uintah","49","47","40.46","-109.84","A","GD"
"84078","UT","Vernal","Uintah","49","47","40.57","-109.45","A","GD"
"84079","UT","Vernal","Uintah","49","47","40.45","-109.54","A","POB"
"84080","UT","Vernon","Tooele","49","45","40.13","-112.43","A","GD"
"84081","UT","West Jordan","Salt Lake","49","35","40.61","-112.03","A","GD"
"84082","UT","Wallsburg","Wasatch","49","51","40.37","-111.42","A","GD"
"84083","UT","Wendover","Tooele","49","45","40.7","-114.03","A","GD"
"84084","UT","West Jordan","Salt Lake","49","35","40.63","-111.96","A","GD"
"84085","UT","Whiterocks","Uintah","49","47","40.55","-109.92","A","GD"
"84086","UT","Woodruff","Rich","49","33","41.5","-111.2","A","GD"
"84087","UT","Woods Cross","Davis","49","11","40.88","-111.92","A","GD"
"84088","UT","West Jordan","Salt Lake","49","35","40.6","-111.97","A","GD"
"84089","UT","Clearfield","Davis","49","11","41.12","-112.02","A","POB"
"84090","UT","Sandy","Salt Lake","49","35","40.57","-111.85","A","POB"
"84091","UT","Sandy","Salt Lake","49","35","40.59","-111.82","A","POB"
"84092","UT","Sandy","Salt Lake","49","35","40.56","-111.81","A","GD"
"84093","UT","Sandy","Salt Lake","49","35","40.6","-111.83","A","GD"
"84094","UT","Sandy","Salt Lake","49","35","40.57","-111.86","A","GD"
"84095","UT","South Jordan","Salt Lake","49","35","40.56","-111.97","A","GD"
"84096","UT","Herriman","Salt Lake","49","35","40.51","-112.03","A","GD"
"84097","UT","Orem","Utah","49","49","40.31","-111.67","A","GD"
"84098","UT","Park City","Summit","49","43","40.73","-111.53","A","GD"
"84101","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.9","A","GD"
"84102","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.86","A","GD"
"84103","UT","Salt Lake City","Salt Lake","49","35","40.78","-111.88","A","GD"
"84104","UT","Salt Lake City","Salt Lake","49","35","40.75","-111.94","A","GD"
"84105","UT","Salt Lake City","Salt Lake","49","35","40.74","-111.86","A","GD"
"84106","UT","Salt Lake City","Salt Lake","49","35","40.71","-111.86","A","GD"
"84107","UT","Salt Lake City","Salt Lake","49","35","40.66","-111.88","A","GD"
"84108","UT","Salt Lake City","Salt Lake","49","35","40.75","-111.81","A","GD"
"84109","UT","Salt Lake City","Salt Lake","49","35","40.71","-111.8","A","GD"
"84110","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.9","A","POB"
"84111","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.88","A","GD"
"84112","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.84","A","GD"
"84113","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.84","A","GD"
"84114","UT","Salt Lake City","Salt Lake","49","35","40.78","-111.89","A","GD"
"84115","UT","Salt Lake City","Salt Lake","49","35","40.72","-111.89","A","GD"
"84116","UT","Salt Lake City","Salt Lake","49","35","40.79","-111.94","A","GD"
"84117","UT","Salt Lake City","Salt Lake","49","35","40.66","-111.84","A","GD"
"84118","UT","Salt Lake City","Salt Lake","49","35","40.65","-112","A","GD"
"84119","UT","West Valley City","Salt Lake","49","35","40.7","-111.95","A","GD"
"84120","UT","West Valley City","Salt Lake","49","35","40.69","-112","A","GD"
"84121","UT","Salt Lake City","Salt Lake","49","35","40.62","-111.8","A","GD"
"84122","UT","Salt Lake City","Salt Lake","49","35","40.8","-111.96","A","POB"
"84123","UT","Salt Lake City","Salt Lake","49","35","40.66","-111.92","A","GD"
"84124","UT","Salt Lake City","Salt Lake","49","35","40.68","-111.82","A","GD"
"84125","UT","Salt Lake City","Salt Lake","49","35","40.7","-111.95","A","POB"
"84126","UT","Salt Lake City","Salt Lake","49","35","40.7","-111.95","A","POB"
"84127","UT","Salt Lake City","Salt Lake","49","35","40.7","-111.95","A","POB"
"84128","UT","West Valley City","Salt Lake","49","35","40.69","-112.05","A","GD"
"84129","UT","Salt Lake City","Salt Lake","49","35","40.69","-111.95","A","GD"
"84130","UT","Salt Lake City","Salt Lake","49","35","40.7","-111.95","A","POB"
"84131","UT","Salt Lake City","Salt Lake","49","35","40.7","-111.95","A","POB"
"84132","UT","Salt Lake City","Salt Lake","49","35","40.77","-111.84","A","PVT"
"84133","UT","Salt Lake City","Salt Lake","49","35","40.77","-111.89","A","GD"
"84134","UT","Salt Lake City","Salt Lake","49","35","40.77","-111.94","A","PVT"
"84136","UT","Salt Lake City","Salt Lake","49","35","40.77","-111.89","A","PVT"
"84138","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.88","A","GD"
"84139","UT","Salt Lake City","Salt Lake","49","35","40.77","-111.89","A","PVT"
"84141","UT","Salt Lake City","Salt Lake","49","35","40.67","-111.86","A","PVT"
"84143","UT","Salt Lake City","Salt Lake","49","35","40.78","-111.88","A","PVT"
"84145","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.9","A","POB"
"84147","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.88","A","POB"
"84148","UT","Salt Lake City","Salt Lake","49","35","40.76","-111.83","A","PVT"
"84150","UT","Salt Lake City","Salt Lake","49","35","40.77","-111.89","A","PVT"
"84151","UT","Salt Lake City","Salt Lake","49","35","40.79","-111.94","A","POB"
"84152","UT","Salt Lake City","Salt Lake","49","35","40.73","-111.86","A","POB"
"84157","UT","Salt Lake City","Salt Lake","49","35","40.66","-111.88","A","POB"
"84158","UT","Salt Lake City","Salt Lake","49","35","40.74","-111.82","A","POB"
"84165","UT","Salt Lake City","Salt Lake","49","35","40.71","-111.89","A","POB"
"84170","UT","Salt Lake City","Salt Lake","49","35","40.7","-112.01","A","POB"
"84171","UT","Salt Lake City","Salt Lake","49","35","40.62","-111.81","A","POB"
"84180","UT","Salt Lake City","Salt Lake","49","35","40.77","-111.9","A","GD"
"84184","UT","Salt Lake City","Salt Lake","49","35","40.68","-111.96","A","PVT"
"84189","UT","Salt Lake City","Salt Lake","49","35","40.77","-111.89","A","PVT"
"84190","UT","Salt Lake City","Salt Lake","49","35","40.73","-111.89","A","PVT"
"84199","UT","Salt Lake City","Salt Lake","49","35","40.73","-111.94","A","PVT"
"84201","UT","Ogden","Weber","49","57","41.24","-112","A","PVT"
"84244","UT","Ogden","Weber","49","57","41.26","-111.97","A","PVT"
"84301","UT","Bear River City","Box Elder","49","3","41.62","-112.13","A","POB"
"84302","UT","Brigham City","Box Elder","49","3","41.52","-112.03","A","GD"
"84304","UT","Cache Junction","Cache","49","5","41.83","-112","A","GD"
"84305","UT","Clarkston","Cache","49","5","41.93","-112.05","A","POB"
"84306","UT","Collinston","Box Elder","49","3","41.8","-112.07","A","GD"
"84307","UT","Corinne","Box Elder","49","3","41.54","-112.21","A","GD"
"84308","UT","Cornish","Cache","49","5","41.97","-111.97","A","GD"
"84309","UT","Deweyville","Box Elder","49","3","41.71","-112.09","A","GD"
"84310","UT","Eden","Weber","49","57","41.33","-111.86","A","GD"
"84311","UT","Fielding","Box Elder","49","3","41.82","-112.12","A","GD"
"84312","UT","Garland","Box Elder","49","3","41.76","-112.16","A","GD"
"84313","UT","Grouse Creek","Box Elder","49","3","41.62","-113.96","A","GD"
"84314","UT","Honeyville","Box Elder","49","3","41.64","-112.09","A","GD"
"84315","UT","Hooper","Weber","49","57","41.17","-112.12","A","GD"
"84316","UT","Howell","Box Elder","49","3","41.74","-112.44","A","POB"
"84317","UT","Huntsville","Weber","49","57","41.31","-111.67","A","GD"
"84318","UT","Hyde Park","Cache","49","5","41.8","-111.81","A","GD"
"84319","UT","Hyrum","Cache","49","5","41.62","-111.8","A","GD"
"84320","UT","Lewiston","Cache","49","5","41.97","-111.85","A","GD"
"84321","UT","Logan","Cache","49","5","41.74","-111.81","A","GD"
"84322","UT","Logan","Cache","49","5","41.75","-111.81","A","PVT"
"84323","UT","Logan","Cache","49","5","41.73","-111.84","A","POB"
"84324","UT","Mantua","Box Elder","49","3","41.5","-111.95","A","GD"
"84325","UT","Mendon","Cache","49","5","41.72","-111.98","A","GD"
"84326","UT","Millville","Cache","49","5","41.68","-111.82","A","POB"
"84327","UT","Newton","Cache","49","5","41.86","-112","A","POB"
"84328","UT","Paradise","Cache","49","5","41.55","-111.83","A","GD"
"84329","UT","Park Valley","Box Elder","49","3","41.79","-113.49","A","GD"
"84330","UT","Plymouth","Box Elder","49","3","41.89","-112.16","A","POB"
"84331","UT","Portage","Box Elder","49","3","41.97","-112.22","A","GD"
"84332","UT","Providence","Cache","49","5","41.7","-111.81","A","GD"
"84333","UT","Richmond","Cache","49","5","41.92","-111.82","A","GD"
"84334","UT","Riverside","Box Elder","49","3","41.79","-112.15","A","POB"
"84335","UT","Smithfield","Cache","49","5","41.83","-111.85","A","GD"
"84336","UT","Snowville","Box Elder","49","3","41.96","-112.72","A","GD"
"84337","UT","Tremonton","Box Elder","49","3","41.71","-112.2","A","GD"
