"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"63005","MO","Chesterfield","Saint Louis","29","189","38.64","-90.63","A","GD"
"63006","MO","Chesterfield","Saint Louis","29","189","38.66","-90.58","A","POB"
"63010","MO","Arnold","Jefferson","29","99","38.43","-90.38","A","GD"
"63011","MO","Ballwin","Saint Louis","29","189","38.6","-90.55","A","GD"
"63012","MO","Barnhart","Jefferson","29","99","38.33","-90.43","A","GD"
"63013","MO","Beaufort","Franklin","29","71","38.42","-91.15","A","GD"
"63014","MO","Berger","Franklin","29","71","38.66","-91.34","A","GD"
"63015","MO","Catawissa","Franklin","29","71","38.4","-90.75","A","GD"
"63016","MO","Cedar Hill","Jefferson","29","99","38.35","-90.64","A","GD"
"63017","MO","Chesterfield","Saint Louis","29","189","38.65","-90.54","A","GD"
"63019","MO","Crystal City","Jefferson","29","99","38.23","-90.38","A","GD"
"63020","MO","De Soto","Jefferson","29","99","38.12","-90.55","A","GD"
"63021","MO","Ballwin","Saint Louis","29","189","38.58","-90.53","A","GD"
"63022","MO","Ballwin","Saint Louis","29","189","38.6","-90.55","A","POB"
"63023","MO","Dittmer","Jefferson","29","99","38.27","-90.71","A","GD"
"63024","MO","Ballwin","Saint Louis","29","189","38.6","-90.54","A","POB"
"63025","MO","Eureka","Saint Louis","29","189","38.5","-90.62","A","GD"
"63026","MO","Fenton","Saint Louis","29","189","38.51","-90.46","A","GD"
"63028","MO","Festus","Jefferson","29","99","38.19","-90.41","A","GD"
"63030","MO","Fletcher","Jefferson","29","99","38.13","-90.74","A","GD"
"63031","MO","Florissant","Saint Louis","29","189","38.8","-90.34","A","GD"
"63032","MO","Florissant","Saint Louis","29","189","38.8","-90.31","A","POB"
"63033","MO","Florissant","Saint Louis","29","189","38.79","-90.28","A","GD"
"63034","MO","Florissant","Saint Louis","29","189","38.83","-90.29","A","GD"
"63036","MO","French Village","Saint Francois","29","187","37.98","-90.35","A","GD"
"63037","MO","Gerald","Franklin","29","71","38.41","-91.32","A","GD"
"63038","MO","Glencoe","Saint Louis","29","189","38.58","-90.66","A","GD"
"63039","MO","Gray Summit","Franklin","29","71","38.5","-90.83","A","GD"
"63040","MO","Grover","Saint Louis","29","189","38.58","-90.62","A","GD"
"63041","MO","Grubville","Franklin","29","71","38.24","-90.78","A","GD"
"63042","MO","Hazelwood","Saint Louis","29","189","38.78","-90.37","A","GD"
"63043","MO","Maryland Heights","Saint Louis","29","189","38.73","-90.45","A","GD"
"63044","MO","Bridgeton","Saint Louis","29","189","38.76","-90.42","A","GD"
"63045","MO","Earth City","Saint Louis","29","189","38.77","-90.46","A","GD"
"63047","MO","Hematite","Jefferson","29","99","38.2","-90.49","A","POB"
"63048","MO","Herculaneum","Jefferson","29","99","38.26","-90.39","A","GD"
"63049","MO","High Ridge","Jefferson","29","99","38.48","-90.53","A","GD"
"63050","MO","Hillsboro","Jefferson","29","99","38.26","-90.56","A","GD"
"63051","MO","House Springs","Jefferson","29","99","38.41","-90.57","A","GD"
"63052","MO","Imperial","Jefferson","29","99","38.38","-90.41","A","GD"
"63053","MO","Kimmswick","Jefferson","29","99","38.37","-90.36","A","POB"
"63055","MO","Labadie","Franklin","29","71","38.53","-90.84","A","GD"
"63056","MO","Leslie","Franklin","29","71","38.4","-91.23","A","GD"
"63057","MO","Liguori","Jefferson","29","99","38.34","-90.41","A","POB"
"63060","MO","Lonedell","Franklin","29","71","38.26","-90.86","A","GD"
"63061","MO","Luebbering","Franklin","29","71","38.27","-90.81","A","GD"
"63065","MO","Mapaville","Jefferson","29","99","38.25","-90.48","A","POB"
"63066","MO","Morse Mill","Jefferson","29","99","38.28","-90.65","A","POB"
"63068","MO","New Haven","Franklin","29","71","38.56","-91.23","A","GD"
"63069","MO","Pacific","Franklin","29","71","38.48","-90.74","A","GD"
"63070","MO","Pevely","Jefferson","29","99","38.28","-90.41","A","GD"
"63071","MO","Richwoods","Washington","29","221","38.15","-90.82","A","GD"
"63072","MO","Robertsville","Franklin","29","71","38.37","-90.81","A","GD"
"63073","MO","Saint Albans","Franklin","29","71","38.58","-90.77","A","POB"
"63074","MO","Saint Ann","Saint Louis","29","189","38.73","-90.39","A","GD"
"63077","MO","Saint Clair","Franklin","29","71","38.34","-90.99","A","GD"
"63079","MO","Stanton","Franklin","29","71","38.26","-91.1","A","POB"
"63080","MO","Sullivan","Franklin","29","71","38.2","-91.12","A","GD"
"63084","MO","Union","Franklin","29","71","38.44","-91","A","GD"
"63087","MO","Valles Mines","Saint Francois","29","187","38.02","-90.46","A","GD"
"63088","MO","Valley Park","Saint Louis","29","189","38.55","-90.5","A","GD"
"63089","MO","Villa Ridge","Franklin","29","71","38.46","-90.88","A","GD"
"63090","MO","Washington","Franklin","29","71","38.54","-91.02","A","GD"
"63091","MO","Rosebud","Gasconade","29","73","38.38","-91.39","A","GD"
"63099","MO","Fenton","Saint Louis","29","189","38.54","-90.45","A","PVT"
"63101","MO","Saint Louis","Saint Louis City","29","510","38.63","-90.19","A","GD"
"63102","MO","Saint Louis","Saint Louis City","29","510","38.63","-90.19","A","GD"
"63103","MO","Saint Louis","Saint Louis City","29","510","38.63","-90.21","A","GD"
"63104","MO","Saint Louis","Saint Louis City","29","510","38.61","-90.21","A","GD"
"63105","MO","Saint Louis","Saint Louis","29","189","38.64","-90.33","A","GD"
"63106","MO","Saint Louis","Saint Louis City","29","510","38.64","-90.21","A","GD"
"63107","MO","Saint Louis","Saint Louis City","29","510","38.66","-90.21","A","GD"
"63108","MO","Saint Louis","Saint Louis City","29","510","38.64","-90.25","A","GD"
