"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"501","NY","Holtsville","Suffolk","36","103","40.79","-73.04","A","PVT"
"544","NY","Holtsville","Suffolk","36","103","40.79","-73.04","A","PVT"
"6390","NY","Fishers Island","Suffolk","36","103","41.26","-72.01","A","POB"
"10001","NY","New York","New York","36","61","40.75","-74","A","GD"
"10002","NY","New York","New York","36","61","40.72","-73.99","A","GD"
"10003","NY","New York","New York","36","61","40.73","-73.99","A","GD"
"10004","NY","New York","New York","36","61","40.7","-74.01","A","GD"
"10005","NY","New York","New York","36","61","40.71","-74.01","A","GD"
"10006","NY","New York","New York","36","61","40.71","-74.01","A","GD"
"10007","NY","New York","New York","36","61","40.71","-74.01","A","GD"
"10008","NY","New York","New York","36","61","40.71","-74.01","A","POB"
"10009","NY","New York","New York","36","61","40.73","-73.98","A","GD"
"10010","NY","New York","New York","36","61","40.74","-73.98","A","GD"
"10011","NY","New York","New York","36","61","40.74","-74","A","GD"
"10012","NY","New York","New York","36","61","40.73","-74","A","GD"
"10013","NY","New York","New York","36","61","40.72","-74","A","GD"
"10014","NY","New York","New York","36","61","40.73","-74.01","A","GD"
"10016","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10017","NY","New York","New York","36","61","40.75","-73.97","A","GD"
"10018","NY","New York","New York","36","61","40.76","-73.99","A","GD"
"10019","NY","New York","New York","36","61","40.77","-73.99","A","GD"
"10020","NY","New York","New York","36","61","40.76","-73.98","A","GD"
"10021","NY","New York","New York","36","61","40.77","-73.96","A","GD"
"10022","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10023","NY","New York","New York","36","61","40.78","-73.98","A","GD"
"10024","NY","New York","New York","36","61","40.79","-73.98","A","GD"
"10025","NY","New York","New York","36","61","40.8","-73.97","A","GD"
"10026","NY","New York","New York","36","61","40.8","-73.95","A","GD"
"10027","NY","New York","New York","36","61","40.81","-73.95","A","GD"
"10028","NY","New York","New York","36","61","40.78","-73.95","A","GD"
"10029","NY","New York","New York","36","61","40.79","-73.94","A","GD"
"10030","NY","New York","New York","36","61","40.82","-73.94","A","GD"
"10031","NY","New York","New York","36","61","40.82","-73.95","A","GD"
"10032","NY","New York","New York","36","61","40.84","-73.94","A","GD"
"10033","NY","New York","New York","36","61","40.85","-73.94","A","GD"
"10034","NY","New York","New York","36","61","40.87","-73.92","A","GD"
"10035","NY","New York","New York","36","61","40.8","-73.94","A","GD"
"10036","NY","New York","New York","36","61","40.76","-73.99","A","GD"
"10037","NY","New York","New York","36","61","40.81","-73.94","A","GD"
"10038","NY","New York","New York","36","61","40.71","-74","A","GD"
"10039","NY","New York","New York","36","61","40.83","-73.94","A","GD"
"10040","NY","New York","New York","36","61","40.86","-73.93","A","GD"
"10041","NY","New York","New York","36","61","40.71","-74.01","A","GD"
"10043","NY","New York","New York","36","61","40.76","-73.97","A","PVT"
"10044","NY","New York","New York","36","61","40.76","-73.95","A","GD"
"10045","NY","New York","New York","36","61","40.69","-74.01","A","GD"
"10055","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10060","NY","New York","New York","36","61","40.75","-74","A","GD"
"10065","NY","New York","New York","36","61","40.76","-73.96","A","GD"
"10069","NY","New York","New York","36","61","40.78","-73.99","A","GD"
"10075","NY","New York","New York","36","61","40.77","-73.96","A","GD"
"10080","NY","New York","New York","36","61","40.7","-73.98","A","PVT"
"10081","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10087","NY","New York","New York","36","61","40.75","-73.98","A","PVT"
"10090","NY","New York","New York","36","61","40.76","-73.99","A","GD"
"10101","NY","New York","New York","36","61","40.77","-73.99","A","POB"
"10102","NY","New York","New York","36","61","40.76","-73.98","A","PVT"
"10103","NY","New York","New York","36","61","40.76","-73.98","A","GD"
"10104","NY","New York","New York","36","61","40.76","-73.98","A","GD"
"10105","NY","New York","New York","36","61","40.76","-73.98","A","GD"
"10106","NY","New York","New York","36","61","40.76","-73.98","A","GD"
"10107","NY","New York","New York","36","61","40.77","-73.99","A","GD"
"10108","NY","New York","New York","36","61","40.76","-73.99","A","POB"
"10109","NY","New York","New York","36","61","40.76","-73.99","A","PVT"
"10110","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10111","NY","New York","New York","36","61","40.76","-73.98","A","GD"
"10112","NY","New York","New York","36","61","40.76","-73.98","A","GD"
"10113","NY","New York","New York","36","61","40.74","-74","A","POB"
"10114","NY","New York","New York","36","61","40.74","-74","A","PVT"
"10115","NY","New York","New York","36","61","40.81","-73.96","A","GD"
"10116","NY","New York","New York","36","61","40.81","-73.95","A","POB"
"10117","NY","New York","New York","36","61","40.75","-73.99","A","PVT"
"10118","NY","New York","New York","36","61","40.75","-74","A","GD"
"10119","NY","New York","New York","36","61","40.75","-73.99","A","GD"
"10120","NY","New York","New York","36","61","40.75","-74","A","GD"
"10121","NY","New York","New York","36","61","40.75","-74","A","GD"
"10122","NY","New York","New York","36","61","40.75","-74","A","GD"
"10123","NY","New York","New York","36","61","40.75","-74","A","GD"
"10124","NY","New York","New York","36","61","40.76","-73.97","A","PVT"
"10125","NY","New York","New York","36","61","40.75","-74","A","PVT"
"10126","NY","New York","New York","36","61","40.76","-73.97","A","PVT"
"10128","NY","New York","New York","36","61","40.78","-73.95","A","GD"
"10129","NY","New York","New York","36","61","40.76","-73.99","A","POB"
"10130","NY","New York","New York","36","61","40.75","-74","A","PVT"
"10131","NY","New York","New York","36","61","40.78","-73.95","A","PVT"
"10132","NY","New York","New York","36","61","40.79","-73.98","A","PVT"
"10133","NY","New York","New York","36","61","40.78","-73.98","A","PVT"
"10138","NY","New York","New York","36","61","40.76","-73.99","A","PVT"
"10150","NY","New York","New York","36","61","40.76","-73.97","A","POB"
"10151","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10152","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10153","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10154","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10155","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10156","NY","New York","New York","36","61","40.75","-73.98","A","POB"
"10157","NY","New York","New York","36","61","40.75","-73.98","A","PVT"
"10158","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10159","NY","New York","New York","36","61","40.74","-73.98","A","POB"
"10160","NY","New York","New York","36","61","40.74","-73.98","A","PVT"
"10161","NY","New York","New York","36","61","40.75","-74","A","GD"
"10162","NY","New York","New York","36","61","40.77","-73.95","A","GD"
"10163","NY","New York","New York","36","61","40.75","-73.97","A","POB"
"10164","NY","New York","New York","36","61","40.75","-73.98","A","PVT"
"10165","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10166","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10167","NY","New York","New York","36","61","40.75","-73.97","A","GD"
"10168","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10169","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10170","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10171","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10172","NY","New York","New York","36","61","40.76","-73.97","A","GD"
"10173","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10174","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10175","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10176","NY","New York","New York","36","61","40.76","-73.98","A","GD"
"10177","NY","New York","New York","36","61","40.76","-73.98","A","GD"
"10178","NY","New York","New York","36","61","40.75","-73.98","A","GD"
"10179","NY","New York","New York","36","61","40.75","-73.98","A","PVT"
"10185","NY","New York","New York","36","61","40.76","-73.99","A","POB"
"10199","NY","New York","New York","36","61","40.75","-74","A","GD"
"10203","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10211","NY","New York","New York","36","61","40.73","-73.99","A","PVT"
"10212","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10213","NY","New York","New York","36","61","40.72","-74.01","A","PVT"
"10242","NY","New York","New York","36","61","40.71","-74.01","A","POB"
"10249","NY","New York","New York","36","61","40.71","-74.01","A","POB"
"10256","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10257","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10258","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10259","NY","New York","New York","36","61","40.75","-73.98","A","PVT"
"10260","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10261","NY","New York","New York","36","61","40.75","-73.98","A","PVT"
"10265","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10268","NY","New York","New York","36","61","40.71","-74.01","A","POB"
"10269","NY","New York","New York","36","61","40.7","-74.01","A","PVT"
"10270","NY","New York","New York","36","61","40.71","-74.01","A","GD"
"10271","NY","New York","New York","36","61","40.71","-74.01","A","GD"
"10272","NY","New York","New York","36","61","40.76","-74","A","POB"
"10273","NY","New York","New York","36","61","40.71","-74","A","PVT"
"10274","NY","New York","New York","36","61","40.71","-74.01","A","POB"
"10275","NY","New York","New York","36","61","40.7","-74.01","A","PVT"
"10276","NY","New York","New York","36","61","40.73","-73.99","A","POB"
"10277","NY","New York","New York","36","61","40.72","-74.02","A","PVT"
"10278","NY","New York","New York","36","61","40.71","-74","A","GD"
"10279","NY","New York","New York","36","61","40.71","-74.01","A","GD"
"10280","NY","New York","New York","36","61","40.71","-74.02","A","GD"
"10281","NY","New York","New York","36","61","40.71","-74.01","A","GD"
"10282","NY","New York","New York","36","61","40.72","-74.02","A","GD"
"10285","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10286","NY","New York","New York","36","61","40.71","-74.01","A","PVT"
"10292","NY","New York","New York","36","61","40.71","-74","A","PVT"
"10301","NY","Staten Island","Richmond","36","85","40.63","-74.09","A","GD"
"10302","NY","Staten Island","Richmond","36","85","40.63","-74.14","A","GD"
"10303","NY","Staten Island","Richmond","36","85","40.63","-74.16","A","GD"
"10304","NY","Staten Island","Richmond","36","85","40.61","-74.09","A","GD"
"10305","NY","Staten Island","Richmond","36","85","40.6","-74.07","A","GD"
"10306","NY","Staten Island","Richmond","36","85","40.57","-74.12","A","GD"
"10307","NY","Staten Island","Richmond","36","85","40.51","-74.24","A","GD"
"10308","NY","Staten Island","Richmond","36","85","40.55","-74.15","A","GD"
"10309","NY","Staten Island","Richmond","36","85","40.53","-74.22","A","GD"
"10310","NY","Staten Island","Richmond","36","85","40.63","-74.12","A","GD"
"10311","NY","Staten Island","Richmond","36","85","40.61","-74.18","A","GD"
