"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"601","PR","Adjuntas","Adjuntas","72","1","18.17","-66.72","A","GD"
"602","PR","Aguada","Aguada","72","3","18.38","-67.19","A","GD"
"603","PR","Aguadilla","Aguadilla","72","5","18.44","-67.15","A","GD"
"604","PR","Aguadilla","Aguadilla","72","5","18.5","-67.14","A","POB"
"605","PR","Aguadilla","Aguadilla","72","5","18.44","-67.15","A","POB"
"606","PR","Maricao","Maricao","72","93","18.19","-66.98","A","GD"
"610","PR","Anasco","Anasco","72","11","18.29","-67.14","A","GD"
"611","PR","Angeles","Utuado","72","141","18.29","-66.8","A","POB"
"612","PR","Arecibo","Arecibo","72","13","18.47","-66.73","A","GD"
"613","PR","Arecibo","Arecibo","72","13","18.47","-66.72","A","POB"
"614","PR","Arecibo","Arecibo","72","13","18.46","-66.74","A","POB"
"616","PR","Bajadero","Arecibo","72","13","18.43","-66.68","A","GD"
"617","PR","Barceloneta","Barceloneta","72","17","18.46","-66.54","A","GD"
"622","PR","Boqueron","Cabo Rojo","72","23","18.02","-67.17","A","GD"
"623","PR","Cabo Rojo","Cabo Rojo","72","23","18.08","-67.15","A","GD"
"624","PR","Penuelas","Penuelas","72","111","18","-66.34","A","GD"
"627","PR","Camuy","Camuy","72","27","18.49","-66.85","A","GD"
"631","PR","Castaner","Lares","72","81","18.18","-66.83","A","POB"
"636","PR","Rosario","San German","72","125","18.2","-67.14","A","POB"
"637","PR","Sabana Grande","Sabana Grande","72","121","18.08","-66.97","A","GD"
"638","PR","Ciales","Ciales","72","39","18.34","-66.47","A","GD"
"641","PR","Utuado","Utuado","72","141","18.27","-66.71","A","GD"
"646","PR","Dorado","Dorado","72","51","18.47","-66.27","A","GD"
"647","PR","Ensenada","Guanica","72","55","17.97","-66.94","A","GD"
"650","PR","Florida","Florida","72","54","18.36","-66.56","A","GD"
"652","PR","Garrochales","Arecibo","72","13","18.46","-66.57","A","GD"
"653","PR","Guanica","Guanica","72","55","17.97","-66.91","A","GD"
"656","PR","Guayanilla","Guayanilla","72","59","18.02","-66.79","A","GD"
"659","PR","Hatillo","Hatillo","72","65","18.49","-66.83","A","GD"
"660","PR","Hormigueros","Hormigueros","72","67","18.14","-67.13","A","GD"
"662","PR","Isabela","Isabela","72","71","18.5","-67.02","A","GD"
"664","PR","Jayuya","Jayuya","72","73","18.22","-66.59","A","GD"
"667","PR","Lajas","Lajas","72","79","18.04","-67.06","A","GD"
"669","PR","Lares","Lares","72","81","18.3","-66.88","A","GD"
"670","PR","Las Marias","Las Marias","72","83","18.25","-66.99","A","GD"
"674","PR","Manati","Manati","72","91","18.43","-66.48","A","GD"
"676","PR","Moca","Moca","72","99","18.4","-67.11","A","GD"
"677","PR","Rincon","Rincon","72","117","18.34","-67.25","A","GD"
"678","PR","Quebradillas","Quebradillas","72","115","18.48","-66.94","A","GD"
"680","PR","Mayaguez","Mayaguez","72","97","18.2","-67.14","A","GD"
"681","PR","Mayaguez","Mayaguez","72","97","18.2","-67.14","A","POB"
"682","PR","Mayaguez","Mayaguez","72","97","18.2","-67.14","A","GD"
"683","PR","San German","San German","72","125","18.08","-67.05","A","GD"
"685","PR","San Sebastian","San Sebastian","72","131","18.34","-67","A","GD"
"687","PR","Morovis","Morovis","72","101","18.33","-66.41","A","GD"
"688","PR","Sabana Hoyos","Arecibo","72","13","18.43","-66.61","A","GD"
"690","PR","San Antonio","Aguadilla","72","5","18.5","-67.1","A","GD"
"692","PR","Vega Alta","Vega Alta","72","143","18.42","-66.32","A","GD"
"693","PR","Vega Baja","Vega Baja","72","145","18.44","-66.4","A","GD"
"694","PR","Vega Baja","Vega Baja","72","145","18.44","-66.4","A","POB"
"698","PR","Yauco","Yauco","72","153","18.04","-66.86","A","GD"
"703","PR","Aguas Buenas","Aguas Buenas","72","7","18.26","-66.11","A","GD"
"704","PR","Aguirre","Salinas","72","123","17.98","-66.22","A","GD"
"705","PR","Aibonito","Aibonito","72","9","18.14","-66.27","A","GD"
