"ZIPCode","State","City","County","StateFIPS","CountyFIPS","Latitude","Longitude","Preference","Type"
"9003","AE","APO","APO","0","0","0","0","A","MIL"
"9004","AE","APO","APO","0","0","0","0","A","MIL"
"9005","AE","APO","APO","0","0","0","0","A","MIL"
"9006","AE","APO","APO","0","0","0","0","A","MIL"
"9009","AE","APO","APO","0","0","0","0","A","MIL"
"9010","AE","APO","APO","0","0","0","0","A","MIL"
"9011","AE","APO","APO","0","0","0","0","A","MIL"
"9012","AE","APO","APO","0","0","0","0","A","MIL"
"9013","AE","APO","APO","0","0","0","0","A","MIL"
"9014","AE","APO","APO","0","0","0","0","A","MIL"
"9016","AE","APO","APO","0","0","0","0","A","MIL"
"9020","AE","APO","APO","0","0","0","0","A","MIL"
"9021","AE","APO","APO","0","0","0","0","A","MIL"
"9028","AE","APO","APO","0","0","0","0","A","MIL"
"9033","AE","APO","APO","0","0","0","0","A","MIL"
"9034","AE","APO","APO","0","0","0","0","A","MIL"
"9038","AE","APO","APO","0","0","0","0","A","MIL"
"9044","AE","APO","APO","0","0","0","0","A","MIL"
"9046","AE","APO","APO","0","0","0","0","A","MIL"
"9049","AE","APO","APO","0","0","0","0","A","MIL"
"9053","AE","APO","APO","0","0","0","0","A","MIL"
"9054","AE","APO","APO","0","0","0","0","A","MIL"
"9055","AE","APO","APO","0","0","0","0","A","MIL"
"9059","AE","APO","APO","0","0","0","0","A","MIL"
"9060","AE","APO","APO","0","0","0","0","A","MIL"
"9067","AE","APO","APO","0","0","0","0","A","MIL"
"9068","AE","APO","APO","0","0","0","0","A","MIL"
"9069","AE","APO","APO","0","0","0","0","A","MIL"
"9075","AE","APO","APO","0","0","0","0","A","MIL"
"9079","AE","APO","APO","0","0","0","0","A","MIL"
"9090","AE","APO","APO","0","0","0","0","A","MIL"
"9094","AE","APO","APO","0","0","0","0","A","MIL"
"9095","AE","APO","APO","0","0","0","0","A","MIL"
"9096","AE","APO","APO","0","0","0","0","A","MIL"
"9103","AE","APO","APO","0","0","0","0","A","MIL"
"9104","AE","APO","APO","0","0","0","0","A","MIL"
"9107","AE","APO","APO","0","0","0","0","A","MIL"
"9112","AE","APO","APO","0","0","0","0","A","MIL"
"9114","AE","APO","APO","0","0","0","0","A","MIL"
"9123","AE","APO","APO","0","0","0","0","A","MIL"
"9126","AE","APO","APO","0","0","0","0","A","MIL"
"9128","AE","APO","APO","0","0","0","0","A","MIL"
"9131","AE","APO","APO","0","0","0","0","A","MIL"
"9136","AE","APO","APO","0","0","0","0","A","MIL"
"9138","AE","APO","APO","0","0","0","0","A","MIL"
"9139","AE","APO","APO","0","0","0","0","A","MIL"
"9140","AE","APO","APO","0","0","0","0","A","MIL"
"9142","AE","APO","APO","0","0","0","0","A","MIL"
"9143","AE","APO","APO","0","0","0","0","A","MIL"
"9154","AE","APO","APO","0","0","0","0","A","MIL"
"9172","AE","APO","APO","0","0","0","0","A","MIL"
"9173","AE","APO","APO","0","0","0","0","A","MIL"
"9177","AE","APO","APO","0","0","0","0","A","MIL"
"9180","AE","APO","APO","0","0","0","0","A","MIL"
"9186","AE","APO","APO","0","0","0","0","A","MIL"
"9211","AE","APO","APO","0","0","0","0","A","MIL"
"9213","AE","DPO","DPO","0","0","0","0","A","MIL"
"9214","AE","APO","APO","0","0","0","0","A","MIL"
"9226","AE","APO","APO","0","0","0","0","A","MIL"
"9227","AE","APO","APO","0","0","0","0","A","MIL"
"9245","AE","APO","APO","0","0","0","0","A","MIL"
"9250","AE","APO","APO","0","0","0","0","A","MIL"
"9261","AE","APO","APO","0","0","0","0","A","MIL"
"9263","AE","APO","APO","0","0","0","0","A","MIL"
"9264","AE","APO","APO","0","0","0","0","A","MIL"
"9265","AE","DPO","DPO","0","0","0","0","A","MIL"
"9302","AE","APO","APO","0","0","0","0","A","MIL"
"9304","AE","APO","APO","0","0","0","0","A","MIL"
"9305","AE","APO","APO","0","0","0","0","A","MIL"
"9306","AE","APO","APO","0","0","0","0","A","MIL"
"9307","AE","APO","APO","0","0","0","0","A","MIL"
"9308","AE","APO","APO","0","0","0","0","A","MIL"
"9309","AE","APO","APO","0","0","0","0","A","MIL"
"9315","AE","APO","APO","0","0","0","0","A","MIL"
"9316","AE","APO","APO","0","0","0","0","A","MIL"
"9319","AE","APO","APO","0","0","0","0","A","MIL"
"9320","AE","APO","APO","0","0","0","0","A","MIL"
"9321","AE","APO","APO","0","0","0","0","A","MIL"
"9328","AE","APO","APO","0","0","0","0","A","MIL"
